last_name, first_name,player_id,team_id,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed,year
Dahl, David,621311,115,COL,LF,22,95,12,4.13,28.6,2016
Saladino, Tyler,573135,145,CWS,2B,26,132,2,4.38,28.6,2016
Hernández, Gorkys,491676,137,SF,CF,28,18,,4.28,28.6,2016
Iglesias, José,578428,116,DET,SS,26,245,6,4.09,28.5,2016
Bryant, Kris,592178,112,CHC,3B,24,225,1,4.24,28.6,2016
Russell, Addison,608365,112,CHC,SS,22,213,2,4.21,28.5,2016
Ahmed, Nick,605113,109,AZ,SS,26,125,1,4.29,28.5,2016
Jones, JaCoby,592444,116,DET,3B,24,11,,,28.5,2016
Benintendi, Andrew,643217,111,BOS,LF,21,53,1,4.19,28.5,2016
Goodwin, Brian,571718,120,WSH,RF,25,18,2,,28.5,2016
Rosario, Eddie,592696,142,MIN,LF,24,128,5,4.15,28.5,2016
Gamel, Ben,592325,136,SEA,RF,24,20,,,28.5,2016
Robertson, Daniel,543706,136,SEA,LF,30,13,,,28.5,2016
Hicks, Aaron,543305,147,NYY,RF,26,135,5,4.17,28.5,2016
Pence, Hunter,452254,137,SF,RF,33,195,1,4.2,28.5,2016
Marte, Ketel,606466,136,SEA,SS,22,206,7,4.22,28.4,2016
Heredia, Guillermo,628338,136,SEA,LF,25,42,,4.26,28.4,2016
Culberson, Charlie,518586,119,LAD,2B,27,30,,4.22,28.4,2016
Altuve, Jose,514888,117,HOU,2B,26,276,49,4.16,28.4,2016
Marte, Jefry,527043,108,LAA,1B,25,103,3,4.39,28.4,2016
Pérez, Hernán,541650,158,MIL,3B,25,150,2,4.3,28.4,2016
Semien, Marcus,543760,133,OAK,SS,25,192,2,4.22,28.4,2016
Duvall, Adam,594807,113,CIN,LF,27,171,,4.36,28.4,2016
Williamson, Mac,607776,137,SF,RF,25,42,,4.38,28.4,2016
Bethancourt, Christian,542194,135,SD,C,24,74,,4.35,28.4,2016
Bregman, Alex,608324,117,HOU,3B,22,61,2,4.3,28.4,2016
Bogaerts, Xander,593428,111,BOS,SS,23,311,9,4.18,28.4,2016
Springer, George,543807,117,HOU,RF,26,240,15,4.3,28.4,2016
Segura, Jean,516416,109,AZ,2B,26,318,26,4.14,28.3,2016
Thompson, Trayce,572204,119,LAD,CF,25,103,1,4.28,28.4,2016
Hanson, Alen,593700,134,PIT,2B,23,13,2,,28.3,2016
Almonte, Abraham,501659,114,CLE,RF,27,84,1,4.25,28.3,2016
Tapia, Raimel,606132,115,COL,CF,22,13,2,,28.3,2016
Szczur, Matt,519333,112,CHC,LF,26,75,,4.15,28.3,2016
Naquin, Tyler,571980,114,CLE,CF,25,128,,4.25,28.3,2016
Eaton, Adam,594809,145,CWS,RF,27,317,14,4.07,28.3,2016
Carrera, Ezequiel,485567,141,TOR,RF,29,142,1,4.15,28.3,2016
Rickard, Joey,572073,110,BAL,RF,25,99,,4.17,28.2,2016
Contreras, Willson,575929,112,CHC,C,24,128,,4.23,28.3,2016
Holt, Brock,571788,111,BOS,LF,28,153,,4.18,28.3,2016
Fryer, Eric,518700,134,PIT,C,30,52,1,4.25,28.2,2016
Schebler, Scott,594988,113,CIN,RF,25,108,,4.26,28.2,2016
Blanco, Grégor,453923,137,SF,RF,32,99,2,4.21,28.2,2016
Rosales, Adam,489267,135,SD,3B,33,60,,4.34,28.2,2016
Kelly, Ty,571841,121,NYM,LF,27,22,,,28.2,2016
Schimpf, Ryan,572114,135,SD,2B,28,79,,4.27,28.2,2016
Herrmann, Chris,543302,109,AZ,C,28,56,,4.16,28.2,2016
Ortega, Rafael,542364,108,LAA,LF,25,99,,4.22,28.2,2016
Fuentes, Rey,571681,118,KC,RF,25,23,3,,28.2,2016
Fowler, Dexter,451594,112,CHC,CF,30,200,4,4.27,28.2,2016
Kepler, Max,596146,142,MIN,RF,23,167,8,4.22,28.2,2016
Upton, B.J.,425834,141,TOR,LF,31,173,8,4.4,28.2,2016
Almora Jr., Albert,546991,112,CHC,CF,22,59,,4.36,28.1,2016
Gregorius, Didi,544369,147,NYY,SS,26,229,1,4.23,28.1,2016
Freeman, Mike,502273,136,SEA,,28,11,,,28.1,2016
Crisp, Coco,424825,114,CLE,LF,36,178,,4.29,28.1,2016
Iribarren, Hernan,454975,113,CIN,CF,32,25,1,4.24,28.1,2016
Peralta, David,444482,109,AZ,RF,28,75,2,4.26,28.1,2016
Puig, Yasiel,624577,119,LAD,RF,25,155,3,4.31,28.1,2016
Rendon, Anthony,543685,120,WSH,3B,26,202,1,4.25,28.1,2016
Beckham, Tim,542921,139,TB,SS,26,74,,4.3,28.1,2016
Bourn, Michael,456422,110,BAL,CF,33,165,1,4.09,28.1,2016
Torreyes, Ronald,591720,147,NYY,3B,23,93,,4.3,28.1,2016
Pillar, Kevin,607680,141,TOR,CF,27,239,6,4.29,28.1,2016
Tomlinson, Kelby,605509,137,SF,2B,26,54,,4.18,28.1,2016
Heisey, Chris,502317,120,WSH,LF,31,40,,4.36,28.1,2016
Burriss, Emmanuel,502034,143,PHI,,31,16,,,28.1,2016
Mahtook, Mikie,543484,139,TB,CF,26,53,,4.36,28.1,2016
Romine, Andrew,461865,116,DET,CF,30,81,,4.34,28.1,2016
Cunningham, Todd,592239,108,LAA,LF,27,13,,,28.1,2016
Correa, Carlos,621043,117,HOU,SS,21,225,5,4.26,28.1,2016
Jones, Adam,430945,110,BAL,CF,30,236,3,4.4,28,2016
Villar, Jonathan,542340,158,MIL,SS,25,257,2,4.18,28,2016
Aviles, Mike,449107,116,DET,RF,35,77,,4.35,28,2016
Barnes, Brandon,488681,115,COL,LF,30,38,,4.28,28,2016
Jackson, Austin,457706,145,CWS,CF,29,63,,4.42,28,2016
Weeks, Jemile,457789,135,SD,2B,29,21,,,28,2016
Ozuna, Marcell,542303,146,MIA,CF,25,229,,4.39,28,2016
Myers, Wil,571976,135,SD,1B,25,249,3,4.35,28,2016
Betts, Mookie,605141,111,BOS,RF,23,310,10,4.23,28,2016
Núñez, Eduardo,456488,137,SF,3B,29,255,36,4.16,28,2016
Severino, Pedro,600474,120,WSH,C,22,16,,4.19,28,2016
Arcia, Oswaldo,542455,135,SD,RF,25,63,,4.27,28,2016
Rasmus, Colby,458675,117,HOU,LF,29,86,,4.34,28,2016
Buss, Nick,502544,108,LAA,LF,29,34,,4.3,28,2016
Guyer, Brandon,446386,114,CLE,LF,30,129,,4.39,27.9,2016
Harrison, Josh,543281,134,PIT,2B,28,197,1,4.23,27.9,2016
Muncy, Max,571970,133,OAK,2B,25,49,1,4.29,27.9,2016
Eibner, Brett,518649,133,OAK,RF,27,80,,4.38,27.9,2016
Ellsbury, Jacoby,453056,147,NYY,CF,32,243,10,4.29,27.9,2016
Reimold, Nolan,460099,110,BAL,LF,32,72,,4.39,27.9,2016
Rua, Ryan,607387,140,TEX,LF,26,88,,4.46,27.9,2016
Duffy, Matt,622110,139,TB,3B,25,157,,4.38,27.9,2016
Ramírez, José,608070,114,CLE,3B,23,316,1,4.24,27.9,2016
Reynolds, Matt,608703,121,NYM,SS,25,39,,4.48,27.9,2016
Parker, Jarrett,592620,137,SF,RF,27,51,,4.28,27.9,2016
Span, Denard,452655,137,SF,CF,32,282,2,4.29,27.9,2016
Gillespie, Cole,502261,146,MIA,,32,16,1,,27.9,2016
Garcia, Leury,544725,145,CWS,CF,25,23,,4.1,27.8,2016
Sanchez, Carlos,570560,145,CWS,2B,24,55,,4.28,27.9,2016
Grossman, Robbie,543257,142,MIN,LF,26,114,,4.29,27.8,2016
Martinez, Michael,492841,114,CLE,2B,33,45,,4.22,27.8,2016
Inciarte, Ender,542255,144,ATL,CF,25,268,2,4.12,27.8,2016
Sanó, Miguel,593934,142,MIN,3B,23,117,,4.51,27.8,2016
Suzuki, Ichiro,400085,146,MIA,RF,42,176,,3.99,27.8,2016
Brentz, Bryce,518490,111,BOS,LF,27,31,,4.47,27.8,2016
Miller, Brad,543543,139,TB,SS,26,207,1,4.31,27.8,2016
Dozier, Brian,572821,142,MIN,2B,29,203,3,4.27,27.8,2016
Infante, Omar,408299,118,KC,2B,34,54,,4.27,27.8,2016
Collins, Tyler,607385,116,DET,CF,26,48,,4.3,27.8,2016
Smolinski, Jake,519295,133,OAK,CF,27,111,,4.34,27.8,2016
Aybar, Erick,430947,116,DET,SS,32,206,2,4.26,27.8,2016
Frazier, Adam,624428,134,PIT,2B,24,64,,4.23,27.8,2016
Arcia, Orlando,606115,158,MIL,SS,21,95,,4.37,27.8,2016
Garcia, Greg,594824,138,STL,SS,26,98,,4.22,27.8,2016
Dickerson, Alex,543105,135,SD,LF,26,101,,4.3,27.8,2016
Young, Chris,455759,111,BOS,LF,32,62,,4.34,27.8,2016
Santana, Danny,542454,142,MIN,CF,25,97,3,4.23,27.8,2016
Giavotella, Johnny,543213,108,LAA,2B,28,160,,4.29,27.8,2016
Reyes, José,408314,121,NYM,3B,33,98,1,4.19,27.8,2016
Blackmon, Charlie,453568,115,COL,CF,29,230,1,4.2,27.7,2016
Forsythe, Logan,523253,139,TB,2B,29,168,,4.43,27.7,2016
Dietrich, Derek,518618,146,MIA,2B,26,163,,4.23,27.7,2016
Gose, Anthony,543238,116,DET,CF,25,33,1,4.18,27.7,2016
Pagán, Ángel,434636,137,SF,LF,34,205,1,4.17,27.7,2016
Espinosa, Danny,457787,120,WSH,SS,29,135,1,4.28,27.7,2016
Swihart, Blake,596119,111,BOS,LF,24,24,,,27.7,2016
Pinder, Chad,640461,133,OAK,2B,24,24,,4.41,27.7,2016
Blash, Jabari,518466,135,SD,RF,26,25,,4.56,27.7,2016
Weeks Jr., Rickie,430001,109,AZ,LF,33,69,1,4.29,27.7,2016
Heyward, Jason,518792,112,CHC,RF,26,246,,4.3,27.7,2016
Odor, Rougned,596059,140,TEX,2B,22,229,3,4.19,27.7,2016
Cardullo, Stephen,506924,115,COL,1B,28,16,,,27.7,2016
Hechavarria, Adeiny,588751,146,MIA,SS,27,217,,4.36,27.6,2016
Lough, David,518953,143,PHI,LF,30,29,,4.23,27.6,2016
Rivera, T.J.,608061,121,NYM,2B,27,50,,4.34,27.6,2016
De Aza, Alejandro,457477,121,NYM,CF,32,69,,4.28,27.6,2016
Jennings, Desmond,457775,139,TB,LF,29,76,1,4.34,27.6,2016
Campbell, Eric,493472,121,NYM,1B,29,26,,4.49,27.6,2016
Kemp, Tony,643393,117,HOU,LF,24,42,,4.15,27.6,2016
Wong, Kolten,543939,138,STL,2B,25,127,1,4.18,27.6,2016
Galvis, Freddy,520471,143,PHI,SS,26,207,1,4.24,27.6,2016
Mercer, Jordy,474568,134,PIT,SS,29,228,,4.33,27.6,2016
Alberto, Hanser,593643,140,TEX,SS,23,22,,4.28,27.6,2016
Crawford, Carl,408307,119,LAD,LF,34,48,,4.3,27.5,2016
Norris, Derek,519083,135,SD,C,27,107,,4.44,27.6,2016
Escobar, Eduardo,500871,142,MIN,SS,27,133,,4.24,27.5,2016
Cowart, Kaleb,592230,108,LAA,2B,24,33,,,27.5,2016
Sardinas, Luis,596143,135,SD,SS,23,67,,4.33,27.5,2016
Coats, Jason,605183,145,CWS,RF,26,28,,4.38,27.5,2016
Schoop, Jonathan,570731,110,BAL,2B,24,254,,4.53,27.5,2016
Castro, Starlin,516770,147,NYY,2B,26,246,,4.26,27.5,2016
Suárez, Eugenio,553993,113,CIN,3B,24,189,,4.45,27.5,2016
Andrus, Elvis,462101,140,TEX,SS,27,264,1,4.38,27.5,2016
Stanton, Giancarlo,519317,146,MIA,RF,26,125,,4.54,27.5,2016
Longoria, Evan,446334,139,TB,3B,30,211,,4.35,27.5,2016
Escobar, Alcides,444876,118,KC,SS,29,295,3,4.34,27.5,2016
McBride, Matt,473724,133,OAK,C,31,11,,,27.4,2016
Ackley, Dustin,554429,147,NYY,1B,28,25,,4.25,27.4,2016
Núñez, Renato,600524,133,OAK,DH,22,10,,,27.4,2016
Bradley Jr., Jackie,598265,111,BOS,CF,26,232,,4.32,27.4,2016
Dickerson, Corey,572816,139,TB,LF,27,174,,4.28,27.4,2016
Braun, Ryan,460075,158,MIL,LF,32,248,,4.39,27.4,2016
Barney, Darwin,446381,141,TOR,2B,30,124,,4.35,27.4,2016
Refsnyder, Rob,608701,147,NYY,1B,25,77,,4.37,27.4,2016
Motter, Taylor,600301,139,TB,SS,26,33,,4.45,27.4,2016
Utley, Chase,400284,119,LAD,2B,37,200,3,4.28,27.4,2016
Austin, Tyler,592122,147,NYY,1B,24,25,1,4.53,27.4,2016
Amarista, Alexi,506560,135,SD,2B,27,50,,4.23,27.4,2016
Goldschmidt, Paul,502671,109,AZ,1B,28,221,1,4.41,27.4,2016
Upton, Justin,457708,116,DET,LF,28,169,,4.51,27.4,2016
Gurriel, Yuli,493329,117,HOU,3B,32,57,,4.34,27.3,2016
Herrera, Odúbel,546318,143,PHI,CF,24,222,16,4.11,27.3,2016
Rogers, Jason,595386,134,PIT,,28,11,,,27.3,2016
Zobrist, Ben,450314,112,CHC,2B,35,272,,4.3,27.3,2016
Drury, Brandon,592273,109,AZ,LF,23,192,1,4.41,27.3,2016
Martin, Leonys,547982,136,SEA,CF,28,158,2,4.31,27.3,2016
Hill, Aaron,431094,111,BOS,3B,34,132,,4.33,27.3,2016
Soler, Jorge,624585,112,CHC,LF,24,79,,4.55,27.3,2016
Revere, Ben,519184,120,WSH,CF,28,187,9,4.28,27.3,2016
Flores, Ramón,570717,158,MIL,RF,24,108,1,4.35,27.3,2016
Granderson, Curtis,434158,121,NYM,RF,35,169,,4.25,27.3,2016
Bell, Josh,605137,134,PIT,1B,23,61,,4.34,27.3,2016
Adames, Cristhian,542436,115,COL,SS,24,112,,4.27,27.3,2016
Conforto, Michael,624424,121,NYM,LF,23,96,,4.43,27.3,2016
Schafer, Logan,502582,142,MIN,LF,29,22,,,27.3,2016
Reddick, Josh,502210,119,LAD,RF,29,163,,4.25,27.3,2016
Rondón, José,602922,135,SD,SS,22,13,,4.37,27.3,2016
Kipnis, Jason,543401,114,CLE,2B,29,233,,4.35,27.3,2016
Piscotty, Stephen,572039,138,STL,RF,25,243,,4.37,27.3,2016
Travis, Devon,581527,141,TOR,2B,25,171,,4.34,27.3,2016
Aoki, Norichika,493114,136,SEA,LF,34,232,1,4.08,27.3,2016
Kelly, Don,430603,146,MIA,1B,36,12,,,27.2,2016
Santana, Domingo,570267,158,MIL,RF,23,84,,4.47,27.2,2016
Gattis, Evan,594828,117,HOU,DH,29,152,,4.43,27.2,2016
Polanco, Gregory,570256,134,PIT,RF,24,175,5,4.27,27.2,2016
Van Slyke, Scott,475100,119,LAD,LF,29,31,,4.49,27.2,2016
Harper, Bryce,547180,120,WSH,RF,23,192,,4.32,27.2,2016
Wolters, Tony,547172,115,COL,C,24,91,,4.34,27.2,2016
Lamb, Jake,571875,109,AZ,3B,25,219,,4.38,27.2,2016
LeMahieu, DJ,518934,115,COL,2B,27,273,,4.53,27.2,2016
Paredes, Jimmy,517370,143,PHI,RF,27,70,,4.36,27.2,2016
O'Brien, Peter,598284,109,AZ,LF,25,24,,4.46,27.2,2016
Tucker, Preston,605512,117,HOU,DH,25,43,,4.29,27.2,2016
Asuaje, Carlos,641319,135,SD,2B,24,12,,,27.1,2016
Beresford, James,503437,142,MIN,1B,27,14,,,27.1,2016
Renfroe, Hunter,592669,135,SD,RF,24,17,,,27.1,2016
Green, Grant,502205,137,SF,2B,28,19,,,27.1,2016
Nieuwenhuis, Kirk,543590,158,MIL,CF,28,111,,4.39,27.1,2016
Donaldson, Josh,518626,141,TOR,3B,30,224,,4.37,27.1,2016
González, Carlos,471865,115,COL,RF,30,238,,4.3,27.1,2016
Cespedes, Yoenis,493316,121,NYM,LF,30,144,2,4.42,27.1,2016
Davis, Khris,501981,133,OAK,LF,28,176,,4.63,27.1,2016
Simmons, Andrelton,592743,108,LAA,SS,26,248,,4.47,27.1,2016
Rodríguez, Sean,446481,134,PIT,2B,31,95,,4.48,27.1,2016
Martinez, J.D.,502110,116,DET,RF,28,166,,4.41,27,2016
Zimmerman, Ryan,475582,120,WSH,1B,31,170,,4.45,27,2016
Lindor, Francisco,596019,114,CLE,SS,22,302,1,4.32,27,2016
d'Arnaud, Travis,518595,121,NYM,C,27,104,,4.52,27,2016
Franklin, Nick,545338,139,TB,LF,25,47,,4.28,27,2016
Elmore, Jake,518653,158,MIL,,29,38,,4.34,27,2016
Hernández, Enrique,571771,119,LAD,LF,24,78,,4.47,27,2016
Trumbo, Mark,444432,110,BAL,RF,30,186,1,4.59,27,2016
Pena, Ramiro,455369,137,SF,2B,30,34,,4.4,27,2016
Maile, Luke,571912,139,TB,C,25,45,,4.51,27,2016
Tomás, Yasmany,630111,109,AZ,RF,25,197,,4.53,27,2016
Freese, David,501896,134,PIT,3B,33,189,,4.4,27,2016
Murphy, Tom,608596,115,COL,C,25,10,,,27,2016
Rojas, Miguel,500743,146,MIA,SS,27,105,,4.4,27,2016
Johnson, Kelly,430637,121,NYM,2B,34,121,,4.4,27,2016
Valencia, Danny,502143,133,OAK,3B,31,166,1,4.45,26.9,2016
Goins, Ryan,572365,141,TOR,2B,28,80,,4.48,26.9,2016
Mazara, Nomar,608577,140,TEX,RF,21,220,,4.37,26.9,2016
White, Tyler,643603,117,HOU,1B,25,89,,4.4,26.9,2016
Descalso, Daniel,518614,115,COL,SS,29,106,,4.3,26.9,2016
Castellanos, Nick,592206,116,DET,3B,24,138,,4.41,26.9,2016
Morrison, Logan,489149,139,TB,1B,28,132,,4.49,26.9,2016
Chisenhall, Lonnie,502082,114,CLE,RF,27,170,1,4.39,26.9,2016
Murphy, John Ryan,571974,142,MIN,C,25,26,,4.48,26.9,2016
Segedin, Rob,574847,119,LAD,3B,27,31,,4.45,26.8,2016
Saunders, Michael,459431,141,TOR,LF,29,177,,4.3,26.8,2016
Byrd, Marlon,407781,114,CLE,RF,38,31,,4.41,26.8,2016
Recker, Anthony,489232,144,ATL,C,32,31,,4.39,26.8,2016
Paulsen, Ben,572019,115,COL,1B,28,38,,4.32,26.8,2016
Bruce, Jay,457803,121,NYM,RF,29,198,,4.35,26.8,2016
Ramirez, Hanley,434670,111,BOS,1B,32,227,1,4.47,26.8,2016
Raburn, Ryan,430605,115,COL,LF,35,78,1,4.56,26.8,2016
Kinsler, Ian,435079,116,DET,2B,34,201,,4.46,26.8,2016
Kendrick, Howie,435062,119,LAD,LF,32,256,,4.47,26.7,2016
Park, ByungHo,666560,142,MIN,DH,29,62,,4.56,26.7,2016
Pennington, Cliff,460060,108,LAA,2B,32,52,,4.32,26.7,2016
Asche, Cody,605125,143,PHI,LF,26,76,,4.39,26.7,2016
Flaherty, Ryan,475247,110,BAL,3B,29,60,1,4.4,26.7,2016
McCann, James,543510,116,DET,C,26,104,,4.63,26.7,2016
Rollins, Jimmy,276519,145,CWS,SS,37,67,,4.29,26.7,2016
Shaffer, Richie,572128,139,TB,1B,25,24,,,26.7,2016
Moya, Steven,570615,116,DET,RF,24,24,,4.48,26.7,2016
Snyder, Brandon,474319,144,ATL,,29,16,,,26.7,2016
Adrianza, Ehire,501303,137,SF,SS,26,25,,,26.7,2016
Cuthbert, Cheslor,596144,118,KC,3B,23,200,,4.47,26.7,2016
Garneau, Dustin,572863,115,COL,C,28,20,,4.59,26.7,2016
Castro, Jason,488771,117,HOU,C,29,96,,4.46,26.7,2016
Solano, Donovan,456781,147,NYY,2B,28,12,,,26.7,2016
Carter, Chris,474892,158,MIL,1B,29,141,1,4.64,26.6,2016
Pearce, Steve,456665,110,BAL,1B,33,96,,4.5,26.6,2016
Patterson, Jordan,641958,115,COL,1B,24,10,,,26.6,2016
Worth, Danny,519445,117,HOU,3B,30,18,,4.48,26.6,2016
Carpenter, Matt,572761,138,STL,3B,30,151,,4.36,26.6,2016
Prado, Martín,445988,146,MIA,3B,32,290,,4.54,26.6,2016
Castro, Daniel,593495,144,ATL,SS,23,58,,4.45,26.6,2016
Seager, Corey,608369,119,LAD,SS,22,281,1,4.52,26.6,2016
Gomes, Yan,543228,114,CLE,C,28,87,,4.55,26.6,2016
Mesoraco, Devin,519023,113,CIN,C,28,21,,4.44,26.6,2016
Zunino, Mike,572287,136,SEA,C,25,36,1,4.53,26.6,2016
Brown, Trevor,623143,137,SF,C,24,67,,4.45,26.6,2016
La Stella, Tommy,600303,112,CHC,3B,27,63,,4.37,26.6,2016
Pedroia, Dustin,456030,111,BOS,2B,32,304,,4.36,26.6,2016
Crawford, Brandon,543063,137,SF,SS,29,216,,4.36,26.6,2016
Gonzalez, Marwin,503556,117,HOU,1B,27,171,,4.42,26.5,2016
Joseph, Caleb,543376,110,BAL,C,30,45,,4.58,26.6,2016
Ramirez, Alexei,493351,139,TB,SS,34,234,,4.5,26.5,2016
Murphy, Daniel,502517,120,WSH,2B,31,207,,4.38,26.5,2016
Davis, Chris,448801,110,BAL,1B,30,158,1,4.51,26.5,2016
Pérez, Carlos,542208,108,LAA,C,25,98,,4.48,26.5,2016
Kim, Hyun Soo,547957,110,BAL,LF,28,142,,4.33,26.5,2016
Plawecki, Kevin,608700,121,NYM,C,25,61,,4.55,26.4,2016
Drew, Stephen,452220,120,WSH,2B,33,42,,4.46,26.4,2016
Pederson, Joc,592626,119,LAD,CF,24,145,,4.34,26.4,2016
Parra, Gerardo,467827,115,COL,LF,29,178,,4.31,26.4,2016
Blanco, Andrés,433217,143,PHI,3B,32,93,,4.48,26.4,2016
Healy, Ryon,592387,133,OAK,3B,24,101,,4.62,26.4,2016
García, Adonis,611177,144,ATL,3B,31,235,,4.5,26.4,2016
Olivera, Héctor,493343,144,ATL,LF,31,12,,,26.4,2016
Mauer, Joe,408045,142,MIN,1B,33,232,,4.48,26.4,2016
Vázquez, Christian,543877,111,BOS,C,25,87,1,4.48,26.4,2016
