last_name, first_name,player_id,team_id,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed,year
McKinney, Billy,641856,141,TOR,LF,23,41,,4.27,27.5,2018
Eaton, Adam,594809,120,WSH,RF,29,137,,4.18,27.5,2018
Reyes, José,408314,121,NYM,3B,35,98,1,4.17,27.5,2018
Martin, Leonys,547982,114,CLE,CF,30,115,,4.3,27.5,2018
González, Carlos,471865,115,COL,RF,32,213,,4.26,27.5,2018
Schoop, Jonathan,570731,158,MIL,2B,26,195,,4.48,27.5,2018
Jackson, Austin,457706,121,NYM,CF,31,113,,4.51,27.5,2018
Urena, Richard,620446,141,TOR,SS,22,32,,,27.5,2018
Naquin, Tyler,571980,114,CLE,RF,27,71,,4.38,27.5,2018
Núñez, Eduardo,456488,111,BOS,2B,31,240,10,4.24,27.5,2018
Asuaje, Carlos,641319,135,SD,2B,26,61,,4.34,27.5,2018
González, Erik,570481,114,CLE,2B,26,61,,4.31,27.5,2018
Garcia, Greg,594824,138,STL,2B,28,80,1,4.23,27.5,2018
Suzuki, Ichiro,400085,136,SEA,LF,44,21,,4.1,27.4,2018
Osuna, José,591741,134,PIT,1B,25,50,,4.42,27.4,2018
Fowler, Dexter,451594,138,STL,RF,32,105,1,4.33,27.4,2018
Castro, Starlin,516770,146,MIA,2B,28,277,2,4.37,27.4,2018
Lowe, Brandon,664040,139,TB,2B,23,56,,4.23,27.4,2018
Núñez, Renato,600524,110,BAL,3B,24,89,,4.48,27.4,2018
Barnes, Austin,605131,119,LAD,C,28,90,,4.41,27.4,2018
Cespedes, Yoenis,493316,121,NYM,LF,32,33,,4.41,27.4,2018
Ramírez, José,608070,114,CLE,3B,25,227,1,4.29,27.4,2018
Robinson, Drew,592685,140,TEX,CF,26,27,,4.39,27.4,2018
Verdugo, Alex,657077,119,LAD,LF,22,35,,4.24,27.4,2018
Forsythe, Logan,523253,142,MIN,2B,31,156,,4.51,27.4,2018
Severino, Pedro,600474,120,WSH,C,24,70,,4.31,27.3,2018
Candelario, Jeimer,600869,116,DET,3B,24,208,,4.41,27.3,2018
Renfroe, Hunter,592669,135,SD,LF,26,128,,4.38,27.3,2018
Romine, Andrew,461865,136,SEA,SS,32,38,,4.46,27.3,2018
Young, Chris,455759,108,LAA,RF,34,31,,4.46,27.3,2018
Murphy, John Ryan,571974,109,ARI,C,27,53,,4.35,27.3,2018
Rendon, Anthony,543685,120,WSH,3B,28,203,,4.37,27.3,2018
Pinder, Chad,640461,133,OAK,LF,26,96,,4.45,27.3,2018
Austin, Tyler,592122,142,MIN,1B,26,76,,4.47,27.3,2018
Devers, Rafael,646240,111,BOS,3B,21,182,,4.31,27.3,2018
Peralta, David,444482,109,ARI,LF,30,265,,4.35,27.3,2018
Beckham, Tim,542921,110,BAL,SS,28,147,,4.41,27.2,2018
Frazier, Adam,624428,134,PIT,2B,26,151,,4.34,27.2,2018
Soto, Juan,665742,120,WSH,LF,19,211,,4.21,27.2,2018
Marrero, Deven,571918,109,ARI,3B,27,30,,4.49,27.2,2018
Delmonico, Nicky,547170,145,CWS,LF,25,109,,4.51,27.2,2018
Utley, Chase,400284,119,LAD,2B,39,63,,4.27,27.2,2018
LeMahieu, DJ,518934,115,COL,2B,29,265,,4.46,27.2,2018
Swihart, Blake,596119,111,BOS,C,26,77,,4.33,27.2,2018
Anderson, Brian,605119,146,MIA,RF,25,266,,4.44,27.1,2018
Martini, Nick,605361,133,OAK,LF,28,75,,4.37,27.1,2018
Schwarber, Kyle,656941,112,CHC,LF,25,151,,4.29,27.1,2018
Simmons, Andrelton,592743,108,LAA,SS,28,280,,4.48,27.1,2018
Bell, Josh,605137,134,PIT,1B,25,238,,4.41,27.1,2018
Herrmann, Chris,543302,136,SEA,C,30,20,,,27.1,2018
Stewart, Christin,621514,116,DET,LF,24,21,,,27.1,2018
Harrison, Josh,543281,134,PIT,2B,30,131,,4.38,27.1,2018
Torres, Gleyber,650402,147,NYY,2B,21,121,,4.36,27.1,2018
Thames, Eric,519346,158,MIL,1B,31,65,,4.27,27.1,2018
Tucker, Preston,605512,144,ATL,LF,27,63,,4.35,27.1,2018
Andrus, Elvis,462101,140,TEX,SS,29,194,,4.38,27,2018
Hechavarria, Adeiny,588751,147,NYY,SS,29,111,,4.44,27,2018
Castro, Daniel,593495,115,COL,2B,25,23,,4.34,27,2018
Travis, Sam,607752,111,BOS,LF,24,21,,4.49,27,2018
Sierra, Moisés,501213,120,WSH,LF,29,21,,4.37,27,2018
Mancini, Trey,641820,110,BAL,LF,26,261,,4.51,27,2018
Travis, Devon,581527,141,TOR,2B,27,161,,4.44,27,2018
O'Hearn, Ryan,656811,118,KC,1B,24,51,,4.55,27,2018
Lamb, Jake,571875,109,ARI,3B,27,92,,4.36,27,2018
Knapp, Andrew,595284,143,PHI,C,26,55,,4.32,26.9,2018
Cuthbert, Cheslor,596144,118,KC,3B,25,38,,4.48,26.9,2018
Adrianza, Ehire,501303,142,MIN,SS,28,113,,4.35,26.9,2018
Kipnis, Jason,543401,114,CLE,2B,31,167,,4.38,26.9,2018
Gomes, Yan,543228,114,CLE,C,30,115,,4.5,26.9,2018
Longoria, Evan,446334,137,SF,3B,32,181,,4.47,26.9,2018
Drury, Brandon,592273,141,TOR,3B,25,30,,4.42,26.9,2018
Santander, Anthony,623993,110,BAL,RF,23,41,,4.49,26.9,2018
Urshela, Gio,570482,141,TOR,SS,26,14,,,26.9,2018
Goldschmidt, Paul,502671,109,ARI,1B,30,211,,4.47,26.8,2018
Santana, Domingo,570267,158,MIL,RF,25,82,,4.52,26.8,2018
Dietrich, Derek,518618,146,MIA,LF,28,177,,4.32,26.8,2018
Granderson, Curtis,434158,158,MIL,RF,37,95,,4.31,26.8,2018
Galvis, Freddy,520471,135,SD,SS,28,204,,4.35,26.8,2018
Sanó, Miguel,593934,142,MIN,3B,25,80,,4.62,26.8,2018
Reyes, Franmil,614177,135,SD,RF,22,97,,4.54,26.8,2018
Greiner, Grayson,606988,116,DET,C,25,42,,4.55,26.8,2018
Mazara, Nomar,608577,140,TEX,RF,23,221,,4.32,26.8,2018
McGuire, Reese,624512,141,TOR,C,23,12,,,26.8,2018
Dozier, Brian,572821,119,LAD,2B,31,213,,4.44,26.8,2018
Cowart, Kaleb,592230,108,LAA,2B,26,33,,,26.8,2018
Descalso, Daniel,518614,109,ARI,2B,31,108,,4.37,26.8,2018
Farmer, Kyle,571657,119,LAD,3B,27,22,,4.49,26.8,2018
Braun, Ryan,460075,158,MIL,LF,34,194,,4.42,26.8,2018
Zimmerman, Ryan,475582,120,WSH,1B,33,136,,4.44,26.8,2018
Arcia, Orlando,606115,158,MIL,SS,23,169,,4.44,26.7,2018
Arroyo, Christian,624414,139,TB,3B,23,28,,4.6,26.7,2018
Jones, Adam,430945,110,BAL,CF,32,224,,4.53,26.7,2018
Martinez, J.D.,502110,111,BOS,DH,30,244,,4.45,26.7,2018
Freeman, Freddie,518692,144,ATL,1B,28,251,,4.43,26.7,2018
Piscotty, Stephen,572039,133,OAK,RF,27,240,,4.42,26.7,2018
Shaw, Travis,543768,158,MIL,3B,28,156,,4.41,26.7,2018
Sogard, Eric,519299,158,MIL,SS,32,42,,4.36,26.7,2018
Abreu, José,547989,145,CWS,1B,31,192,,4.53,26.7,2018
Rodríguez, Sean,446481,134,PIT,2B,33,42,,4.58,26.7,2018
Gattis, Evan,594828,117,HOU,DH,31,142,,4.59,26.7,2018
Marte, Jefry,527043,108,LAA,1B,27,89,,4.48,26.7,2018
Zobrist, Ben,450314,112,CHC,RF,37,227,,4.37,26.7,2018
Cozart, Zack,446359,108,LAA,3B,32,91,,4.45,26.7,2018
Lowrie, Jed,476704,133,OAK,2B,34,196,,4.45,26.6,2018
Blandino, Alex,607468,113,CIN,2B,25,47,,4.64,26.6,2018
Smith, Kevan,607345,145,CWS,C,30,107,,4.63,26.6,2018
La Stella, Tommy,600303,112,CHC,,29,86,,4.37,26.6,2018
Calhoun, Willie,641432,140,TEX,LF,23,39,,4.54,26.6,2018
Kinsler, Ian,435079,111,BOS,2B,36,200,,4.54,26.6,2018
Palka, Daniel,594953,145,CWS,DH,26,140,,4.41,26.6,2018
Walker, Neil,435522,147,NYY,1B,32,99,,4.44,26.6,2018
Valentín, Jesmuel,621044,143,PHI,3B,24,26,,,26.6,2018
Díaz, Elias,553869,134,PIT,C,27,112,,4.55,26.6,2018
O'Brien, Peter,598284,146,MIA,1B,27,20,,4.5,26.6,2018
Chisenhall, Lonnie,502082,114,CLE,RF,29,33,,,26.6,2018
Flaherty, Ryan,475247,144,ATL,3B,31,80,,4.42,26.6,2018
Herrera, Odúbel,546318,143,PHI,CF,26,202,2,4.24,26.6,2018
Turner, Justin,457759,119,LAD,3B,33,166,,4.62,26.6,2018
Martínez, José,500874,138,STL,1B,29,229,2,4.51,26.5,2018
Briceño, José,593993,108,LAA,C,25,39,,4.59,26.5,2018
Hicks, John,543308,116,DET,1B,28,107,,4.43,26.5,2018
Parra, Gerardo,467827,115,COL,LF,31,175,,4.31,26.5,2018
Guillorme, Luis,641645,121,NYM,3B,23,33,,4.28,26.5,2018
Carpenter, Matt,572761,138,STL,3B,32,143,,4.4,26.5,2018
Valencia, Danny,502143,110,BAL,3B,33,96,,4.55,26.5,2018
Rojas, Miguel,500743,146,MIA,SS,29,209,,4.47,26.5,2018
Motter, Taylor,600301,142,MIN,1B,28,17,,4.55,26.5,2018
