last_name, first_name,player_id,team_id,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed,year
Davis, J.D.,605204,117,HOU,3B,25,38,,4.55,26.5,2018
Freese, David,501896,119,LAD,3B,35,123,,4.4,26.4,2018
Joseph, Caleb,543376,110,BAL,C,32,92,,4.6,26.4,2018
Gennett, Scooter,571697,113,CIN,2B,28,222,,4.38,26.4,2018
Gonzalez, Marwin,503556,117,HOU,LF,29,173,,4.4,26.4,2018
Smith Jr., Dwight,596105,141,TOR,LF,25,35,,4.43,26.4,2018
Romine, Austin,519222,147,NYY,C,29,95,,4.49,26.4,2018
Goins, Ryan,572365,118,KC,2B,30,52,,4.44,26.4,2018
Mejía, Francisco,642336,135,SD,C,22,18,,,26.4,2018
Holt, Brock,571788,111,BOS,2B,30,151,,4.4,26.4,2018
Tucker, Kyle,663656,117,HOU,LF,21,19,,,26.4,2018
Morrison, Logan,489149,142,MIN,1B,30,89,,4.56,26.4,2018
Smith, Dominic,642086,121,NYM,1B,23,45,,4.5,26.4,2018
Markakis, Nick,455976,144,ATL,RF,34,286,,4.41,26.4,2018
Petit, Gregorio,463610,142,MIN,2B,33,20,,4.38,26.4,2018
Garver, Mitch,641598,142,MIN,C,27,119,,4.53,26.3,2018
Hoskins, Rhys,656555,143,PHI,LF,25,165,,4.56,26.3,2018
Cron, C.J.,543068,139,TB,DH,28,172,,4.58,26.3,2018
Voit, Luke,572228,147,NYY,1B,27,45,,4.63,26.3,2018
Beckham, Gordon,493596,136,SEA,2B,31,17,,,26.3,2018
Kendrick, Howie,435062,120,WSH,2B,34,63,,4.53,26.3,2018
Kemp, Matt,461314,119,LAD,LF,33,170,,4.53,26.3,2018
Camargo, Johan,622666,144,ATL,3B,24,184,,4.45,26.3,2018
Hosmer, Eric,543333,135,SD,1B,28,297,,4.46,26.2,2018
Guzmán, Ronald,608597,140,TEX,1B,23,136,,4.48,26.2,2018
Pearce, Steve,456665,111,BOS,1B,35,107,,4.54,26.2,2018
Suárez, Eugenio,553993,113,CIN,3B,26,164,,4.61,26.2,2018
Trumbo, Mark,444432,110,BAL,DH,32,111,,4.66,26.2,2018
Pederson, Joc,592626,119,LAD,LF,26,144,,4.36,26.2,2018
Machado, Manny,592518,119,LAD,SS,25,252,,4.62,26.1,2018
Davis, Khris,501981,133,OAK,DH,30,164,,4.78,26.1,2018
Calhoun, Kole,594777,108,LAA,RF,30,179,,4.52,26.1,2018
Phegley, Josh,572033,133,OAK,C,30,40,,4.45,26.1,2018
Alvarez, Pedro,476883,110,BAL,DH,31,36,,4.54,26.1,2018
Joyce, Matt,459964,133,OAK,LF,33,69,,4.58,26.1,2018
Shaw, Chris,622046,137,SF,LF,24,14,,,26.1,2018
Marjama, Mike,605357,136,SEA,C,28,15,,,26.1,2018
Cabrera, Melky,466320,114,CLE,RF,33,122,,4.44,26,2018
Healy, Ryon,592387,136,SEA,1B,26,166,,4.63,26.1,2018
Brantley, Michael,488726,114,CLE,LF,31,257,,4.61,26,2018
Choo, Shin-Soo,425783,140,TEX,DH,35,224,1,4.43,26,2018
Garcia, Aramis,605244,137,SF,1B,25,11,,,26,2018
Alberto, Hanser,593643,140,TEX,SS,25,11,,,26,2018
Winker, Jesse,608385,113,CIN,RF,24,116,,4.51,26,2018
Zunino, Mike,572287,136,SEA,C,27,93,,4.59,26,2018
Wolters, Tony,547172,115,COL,C,26,93,,4.5,26,2018
Jay, Jon,445055,109,ARI,RF,33,265,,4.51,26,2018
Castro, Jason,488771,142,MIN,C,31,16,,,26,2018
Mauer, Joe,408045,142,MIN,1B,35,234,,4.57,26,2018
Santana, Carlos,467793,143,PHI,1B,32,224,,4.49,26,2018
Plawecki, Kevin,608700,121,NYM,C,27,88,,4.6,26,2018
Sanchez, Adrián,506703,120,WSH,2B,27,28,,4.62,26,2018
Adams, Matt,571431,138,STL,1B,29,89,,4.56,25.9,2018
Belt, Brandon,474832,137,SF,1B,30,107,,4.47,25.9,2018
McMahon, Ryan,641857,115,COL,1B,23,68,,4.53,25.9,2018
Olson, Matt,621566,133,OAK,1B,24,169,,4.53,25.9,2018
Prado, Martín,445988,146,MIA,3B,34,78,,4.6,25.9,2018
Seager, Corey,608369,119,LAD,SS,24,49,,4.56,25.9,2018
Maile, Luke,571912,141,TOR,C,27,81,,4.62,25.9,2018
Rasmus, Colby,458675,110,BAL,RF,31,12,,,25.9,2018
Hedges, Austin,595978,135,SD,C,25,87,,4.67,25.9,2018
Sanchez, Gary,596142,147,NYY,C,25,122,,4.54,25.8,2018
McCann, James,543510,116,DET,C,28,137,,4.72,25.8,2018
Cervelli, Francisco,465041,134,PIT,C,32,117,,4.54,25.8,2018
Choi, Ji-Man,596847,139,TB,DH,27,69,,4.38,25.8,2018
Stassi, Max,545358,117,HOU,C,27,94,,4.65,25.8,2018
Phillips, Brandon,408252,111,BOS,2B,37,13,,,25.8,2018
Vogelbach, Daniel,596129,136,SEA,1B,25,23,,4.65,25.8,2018
Seager, Kyle,572122,136,SEA,3B,30,174,,4.5,25.8,2018
White, Tyler,643603,117,HOU,1B,27,76,,4.55,25.8,2018
Ramirez, Hanley,434670,111,BOS,1B,34,71,,4.68,25.7,2018
Caratini, Victor,605170,112,CHC,C,24,91,,4.61,25.7,2018
Moustakas, Mike,519058,158,MIL,3B,29,194,,4.6,25.7,2018
Headley, Chase,452104,135,SD,3B,34,17,,,25.7,2018
Arenado, Nolan,571448,115,COL,3B,27,222,,4.57,25.7,2018
Frazier, Todd,453943,121,NYM,3B,32,122,,4.59,25.7,2018
Crawford, Brandon,543063,137,SF,SS,31,202,,4.43,25.7,2018
Mathis, Jeff,425772,109,ARI,C,35,63,,4.64,25.7,2018
Flores, Wilmer,527038,121,NYM,1B,26,152,,4.56,25.7,2018
Davidson, Matt,571602,145,CWS,DH,27,132,,4.63,25.7,2018
Villanueva, Christian,570799,135,SD,3B,27,94,,4.67,25.6,2018
Franco, Maikel,596748,143,PHI,3B,25,190,,4.74,25.6,2018
Mesoraco, Devin,519023,121,NYM,C,30,79,,4.52,25.6,2018
Hundley, Nick,460026,137,SF,C,34,88,,4.66,25.6,2018
Rizzo, Anthony,519203,112,CHC,1B,28,211,,4.58,25.6,2018
Bautista, José,430832,143,PHI,RF,37,91,,4.74,25.5,2018
Suzuki, Kurt,435559,144,ATL,C,34,122,,4.66,25.6,2018
Davis, Chris,448801,110,BAL,1B,32,126,,4.65,25.5,2018
Panik, Joe,605412,137,SF,2B,27,160,,4.47,25.5,2018
Martin, Russell,431145,141,TOR,C,35,118,,4.76,25.5,2018
Telis, Tomás,542513,146,MIA,,27,11,,,25.5,2018
Bruce, Jay,457803,121,NYM,RF,31,79,,4.52,25.5,2018
Gimenez, Chris,460269,142,MIN,C,35,22,,4.69,25.5,2018
Sisco, Chance,642082,110,BAL,C,23,48,,4.53,25.5,2018
Murphy, Daniel,502517,112,CHC,2B,33,111,,4.58,25.5,2018
Gordon, Alex,460086,118,KC,LF,34,177,,4.58,25.5,2018
Viloria, Meibrys,650619,118,KC,C,21,13,,,25.5,2018
Fernández, José Miguel,628336,108,LAA,1B,30,45,,4.68,25.4,2018
Cabrera, Asdrúbal,452678,143,PHI,2B,32,183,,4.63,25.4,2018
Tellez, Rowdy,642133,141,TOR,1B,23,26,,,25.3,2018
Vázquez, Christian,543877,111,BOS,C,27,106,,4.57,25.3,2018
Votto, Joey,458015,113,CIN,1B,34,180,,4.72,25.3,2018
Iannetta, Chris,455104,115,COL,C,35,102,,4.79,25.3,2018
Chirinos, Robinson,455139,140,TEX,C,34,75,,4.81,25.3,2018
Donaldson, Josh,518626,114,CLE,3B,32,75,,4.72,25.2,2018
Flowers, Tyler,452095,144,ATL,C,32,76,,4.57,25.2,2018
Moreland, Mitch,519048,111,BOS,1B,32,153,,4.42,25.2,2018
Narváez, Omar,553882,145,CWS,C,26,117,,4.7,25.2,2018
Nido, Tomás,621512,121,NYM,C,24,32,,4.8,25.2,2018
Holliday, Matt,407812,115,COL,LF,38,19,,,25.2,2018
Ciuffo, Nick,624419,139,TB,C,23,11,,,25.2,2018
Moran, Colin,592567,134,PIT,3B,25,167,,4.62,25.2,2018
Stallings, Jacob,607732,134,PIT,C,28,15,,,25.2,2018
Wynns, Austin,642851,110,BAL,C,27,42,,4.83,25.2,2018
Higashioka, Kyle,543309,147,NYY,C,28,15,,,25.1,2018
Gyorko, Jedd,576397,138,STL,3B,29,126,,4.55,25.1,2018
Freitas, David,571679,136,SEA,C,29,32,,4.85,25.1,2018
Holaday, Bryan,592407,146,MIA,C,30,63,,4.64,25.1,2018
Bird, Greg,595885,147,NYY,1B,25,83,,4.72,25.1,2018
Perez, Salvador,521692,118,KC,C,28,139,,4.82,25,2018
Piña, Manny,444489,158,MIL,C,31,115,,4.72,25,2018
Lucroy, Jonathan,518960,133,OAK,C,32,167,,4.71,25,2018
Pérez, Carlos,542208,140,TEX,C,27,14,,,25,2018
Sandoval, Pablo,467055,137,SF,3B,31,89,,4.56,25,2018
Barnhart, Tucker,571466,113,CIN,C,27,177,,4.65,25,2018
Kieboom, Spencer,571851,120,WSH,C,27,45,,4.86,24.9,2018
Butera, Drew,460077,115,COL,C,34,55,,4.7,24.9,2018
Cruz, Nelson,443558,136,SEA,DH,37,170,,4.73,24.9,2018
Centeno, Juan,518542,140,TEX,C,28,14,,,24.9,2018
Perez, Michael,605421,139,TB,C,25,23,,,24.9,2018
Duda, Lucas,446263,144,ATL,1B,32,90,,4.75,24.8,2018
Wallach, Chad,595453,146,MIA,C,26,12,,,24.8,2018
Beltré, Adrián,134181,140,TEX,3B,39,147,,4.75,24.8,2018
Posey, Buster,457763,137,SF,C,31,181,,4.7,24.7,2018
Lopez, Raffy,607257,135,SD,C,30,20,,4.75,24.7,2018
Solarte, Yangervis,500208,141,TOR,3B,30,189,,4.75,24.7,2018
Kratz, Erik,456124,158,MIL,C,38,85,,4.78,24.7,2018
Aguilar, Jesús,542583,158,MIL,1B,28,146,,4.7,24.6,2018
Astudillo, Willians,553902,142,MIN,C,26,38,,4.79,24.6,2018
Lobaton, Jose,446653,121,NYM,C,33,20,,,24.6,2018
Perez, Roberto,547379,114,CLE,C,29,55,,4.86,24.6,2018
Arcia, Francisco,516472,108,LAA,C,28,39,,4.8,24.6,2018
Kelly, Carson,608348,138,STL,C,23,13,,,24.5,2018
Grandal, Yasmani,518735,119,LAD,C,29,149,,4.88,24.5,2018
Casali, Curt,592200,113,CIN,C,29,47,,4.91,24.5,2018
Rivera, René,425784,144,ATL,C,34,22,,,24.4,2018
Canó, Robinson,429664,136,SEA,2B,35,141,,4.59,24.4,2018
Reynolds, Mark,448602,120,WSH,1B,34,54,,4.82,24.4,2018
Encarnación, Edwin,429665,114,CLE,DH,35,145,,4.85,24.3,2018
González, Adrián,408236,121,NYM,1B,36,58,,4.76,24.3,2018
Wieters, Matt,446308,120,WSH,C,32,65,,4.7,24.3,2018
Gallagher, Cam,595956,118,KC,C,25,19,,,24.2,2018
Ellis, A.J.,454560,135,SD,C,37,54,,4.93,24.1,2018
Valbuena, Luis,472528,108,LAA,3B,32,69,,4.74,24,2018
Maldonado, Martín,455117,117,HOU,C,31,142,,4.89,24,2018
Leon, Sandy,506702,111,BOS,C,29,94,,4.72,23.9,2018
Federowicz, Tim,543148,113,CIN,C,30,10,,,23.9,2018
Cabrera, Miguel,408234,116,DET,1B,35,56,,4.93,23.9,2018
Bandy, Jett,542908,158,MIL,C,28,13,,,23.9,2018
Maxwell, Bruce,622194,133,OAK,C,27,21,,4.96,23.9,2018
Wilson, Bobby,435064,142,MIN,C,35,59,,4.86,23.8,2018
Smoak, Justin,475253,141,TOR,1B,31,165,,4.91,23.8,2018
Bour, Justin,571506,143,PHI,1B,30,146,,4.72,23.7,2018
Avila, Alex,488671,109,ARI,C,31,52,,4.94,23.7,2018
Castillo, Welington,456078,145,CWS,C,31,51,,4.97,23.7,2018
Morales, Kendrys,434778,141,TOR,DH,35,148,,4.96,23.4,2018
Alonso, Yonder,475174,114,CLE,1B,31,156,,4.95,23.3,2018
Martinez, Victor,400121,116,DET,DH,39,158,,4.87,23.2,2018
Peña, Francisco,506747,138,STL,C,28,46,,4.92,23.1,2018
Sucre, Jesús,491696,139,TB,C,30,65,,5.1,22.8,2018
Molina, Yadier,425877,138,STL,C,35,163,,4.91,22.8,2018
McCann, Brian,435263,117,HOU,C,34,44,,4.98,22.7,2018
Ramos, Wilson,467092,143,PHI,C,30,153,,4.93,22.6,2018
Pujols, Albert,405395,108,LAA,1B,38,164,,5.01,22.2,2018
