last_name, first_name,player_id,team_id,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed,year
Soler, Jorge,624585,118,KC,RF,25,25,,4.51,27.7,2017
Correa, Carlos,621043,117,HOU,SS,22,200,,4.36,27.7,2017
Desmond, Ian,435622,115,COL,LF,31,167,3,4.34,27.7,2017
Pinder, Chad,640461,133,OAK,RF,25,99,,4.42,27.7,2017
Conforto, Michael,624424,121,NYM,LF,24,126,,4.33,27.7,2017
Kozma, Pete,518902,140,TEX,3B,29,12,,,27.7,2017
Evans, Phillip,595943,121,NYM,3B,24,11,,,27.7,2017
Candelario, Jeimer,600869,116,DET,3B,23,58,,4.29,27.6,2017
Dickerson, Corey,572816,139,TB,LF,28,221,,4.22,27.6,2017
Martínez, José,500874,138,STL,1B,28,99,,4.38,27.6,2017
Young, Chris,455759,111,BOS,LF,33,86,,4.37,27.6,2017
Blash, Jabari,518466,135,SD,RF,27,46,,4.5,27.6,2017
Bregman, Alex,608324,117,HOU,3B,23,239,,4.36,27.6,2017
Utley, Chase,400284,119,LAD,2B,38,138,,4.23,27.6,2017
Escobar, Eduardo,500871,142,MIN,3B,28,153,,4.25,27.6,2017
Harrison, Josh,543281,134,PIT,2B,29,170,1,4.3,27.6,2017
Escobar, Alcides,444876,118,KC,SS,30,243,2,4.36,27.6,2017
Schoop, Jonathan,570731,110,BAL,2B,25,239,,4.47,27.6,2017
Smolinski, Jake,519295,133,OAK,CF,28,13,,,27.6,2017
Revere, Ben,519184,108,LAA,LF,29,161,5,4.23,27.6,2017
Mancini, Trey,641820,110,BAL,LF,25,229,,4.44,27.6,2017
Arroyo, Christian,624414,137,SF,3B,22,54,,4.43,27.6,2017
Garcia, Greg,594824,138,STL,3B,27,97,,4.25,27.6,2017
De Aza, Alejandro,457477,120,WSH,LF,33,25,,,27.6,2017
Cooper, Garrett,643265,147,NYY,1B,26,15,,,27.6,2017
Delmonico, Nicky,547170,145,CWS,LF,24,57,,4.39,27.6,2017
Espinosa, Danny,457787,139,TB,2B,30,76,,4.28,27.5,2017
Span, Denard,452655,137,SF,CF,33,230,1,4.34,27.5,2017
Cespedes, Yoenis,493316,121,NYM,LF,31,85,2,4.38,27.5,2017
Saunders, Michael,459431,141,TOR,RF,30,83,,4.29,27.5,2017
Castro, Starlin,516770,147,NYY,2B,27,204,,4.31,27.5,2017
Robertson, Daniel,621002,139,TB,2B,23,84,,4.43,27.5,2017
Rendon, Anthony,543685,120,WSH,3B,27,196,,4.27,27.5,2017
Rosario, Eddie,592696,142,MIN,LF,25,223,,4.18,27.5,2017
Wong, Kolten,543939,138,STL,2B,26,158,2,4.18,27.5,2017
Forsythe, Logan,523253,119,LAD,2B,30,148,,4.47,27.5,2017
Frazier, Adam,624428,134,PIT,LF,25,198,,4.29,27.5,2017
Mercer, Jordy,474568,134,PIT,SS,30,214,1,4.34,27.5,2017
Holt, Brock,571788,111,BOS,2B,29,76,,4.27,27.5,2017
Travis, Devon,581527,141,TOR,2B,26,75,,4.38,27.5,2017
Simmons, Andrelton,592743,108,LAA,SS,27,293,,4.41,27.5,2017
Bradley Jr., Jackie,598265,111,BOS,CF,27,207,,4.29,27.5,2017
Collins, Tyler,607385,116,DET,CF,27,46,,4.31,27.4,2017
Díaz, Yandy,650490,114,CLE,3B,25,82,,4.38,27.5,2017
Cowart, Kaleb,592230,108,LAA,2B,25,42,,4.39,27.4,2017
Marrero, Deven,571918,111,BOS,3B,26,75,,4.46,27.4,2017
Barney, Darwin,446381,141,TOR,2B,31,141,,4.39,27.4,2017
Robinson, Drew,592685,140,TEX,3B,25,38,,4.36,27.4,2017
Reyes, José,408314,121,NYM,SS,34,190,1,4.2,27.4,2017
Sanchez, Adrián,506703,120,WSH,2B,26,28,,4.32,27.4,2017
Naquin, Tyler,571980,114,CLE,CF,26,17,,4.37,27.4,2017
Peralta, David,444482,109,ARI,RF,29,276,,4.3,27.4,2017
Perkins, Cameron,573088,143,PHI,LF,26,40,,4.32,27.4,2017
Smith Jr., Dwight,596105,141,TOR,LF,24,13,,,27.4,2017
Hernández, Enrique,571771,119,LAD,LF,25,119,,4.35,27.4,2017
Martin, Leonys,547982,112,CHC,CF,29,40,1,4.36,27.4,2017
Herrera, Odúbel,546318,143,PHI,CF,25,206,5,4.15,27.3,2017
Middlebrooks, Will,519025,140,TEX,3B,28,14,,,27.3,2017
Refsnyder, Rob,608701,141,TOR,2B,26,40,,4.45,27.3,2017
Jones, Ryder,624507,137,SF,1B,23,47,,4.4,27.3,2017
Hill, Aaron,431094,137,SF,2B,35,22,,4.27,27.3,2017
Galvis, Freddy,520471,143,PHI,SS,27,236,,4.29,27.3,2017
Andrus, Elvis,462101,140,TEX,SS,28,318,1,4.35,27.3,2017
Garver, Mitch,641598,142,MIN,C,26,18,,,27.3,2017
Arcia, Orlando,606115,158,MIL,SS,22,237,,4.38,27.3,2017
Dietrich, Derek,518618,146,MIA,3B,27,149,,4.26,27.3,2017
Reynolds, Matt,608703,121,NYM,3B,26,43,,4.51,27.3,2017
Cardullo, Stephen,506924,115,COL,LF,29,10,,,27.2,2017
Osuna, José,591741,134,PIT,RF,24,102,2,4.46,27.2,2017
Hicks, John,543308,116,DET,1B,27,72,,4.4,27.2,2017
Rasmus, Colby,458675,139,TB,LF,30,27,,4.36,27.2,2017
Barnes, Austin,605131,119,LAD,C,27,119,,4.42,27.2,2017
Bell, Josh,605137,134,PIT,1B,24,224,,4.39,27.2,2017
Romine, Andrew,461865,116,DET,2B,31,127,,4.37,27.2,2017
Kipnis, Jason,543401,114,CLE,2B,30,134,,4.33,27.2,2017
Díaz, Elias,553869,134,PIT,C,26,99,,4.5,27.2,2017
Renfroe, Hunter,592669,135,SD,RF,25,137,,4.38,27.2,2017
Santana, Domingo,570267,158,MIL,RF,24,193,,4.45,27.2,2017
Brugman, Jaycob,595144,133,OAK,CF,25,59,,4.29,27.2,2017
Aoki, Norichika,493114,121,NYM,LF,35,193,,4.08,27.2,2017
Descalso, Daniel,518614,109,ARI,2B,30,136,,4.28,27.2,2017
Polanco, Gregory,570256,134,PIT,RF,25,149,2,4.25,27.2,2017
Drury, Brandon,592273,109,ARI,2B,24,204,1,4.4,27.2,2017
Mejia, Alex,622270,138,STL,3B,26,22,,4.45,27.2,2017
Thames, Eric,519346,158,MIL,1B,30,137,,4.24,27.2,2017
Braun, Ryan,460075,158,MIL,LF,33,172,,4.36,27.1,2017
Herrmann, Chris,543302,109,ARI,C,29,75,,4.25,27.1,2017
Inciarte, Ender,542255,144,ATL,CF,26,289,,4.15,27.1,2017
Travis, Sam,607752,111,BOS,1B,23,36,,4.42,27.1,2017
Zobrist, Ben,450314,112,CHC,2B,36,220,,4.33,27.1,2017
Hosmer, Eric,543333,118,KC,1B,27,291,1,4.3,27.1,2017
Asuaje, Carlos,641319,135,SD,2B,25,115,,4.42,27.1,2017
Raburn, Ryan,430605,120,WSH,LF,36,23,,4.52,27.1,2017
Weeks Jr., Rickie,430001,139,TB,DH,34,28,1,4.38,27.1,2017
Longoria, Evan,446334,139,TB,3B,31,250,,4.38,27.1,2017
Dozier, Brian,572821,142,MIN,2B,30,211,2,4.37,27.1,2017
Adrianza, Ehire,501303,142,MIN,SS,27,77,,4.3,27.1,2017
Norris, Derek,519083,139,TB,C,28,40,,4.43,27.1,2017
LeMahieu, DJ,518934,115,COL,2B,28,327,,4.5,27.1,2017
Segura, Jean,516416,136,SEA,SS,27,243,9,4.25,27.1,2017
Suzuki, Ichiro,400085,146,MIA,,43,100,,4.09,27,2017
Jones, Adam,430945,110,BAL,CF,31,246,,4.48,27,2017
Rojas, Miguel,500743,146,MIA,SS,28,144,,4.39,27,2017
Heyward, Jason,518792,112,CHC,RF,27,203,,4.34,27,2017
Mazara, Nomar,608577,140,TEX,RF,22,232,1,4.34,27,2017
Moncrief, Carlos,519037,137,SF,,28,10,,,27,2017
Martinez, J.D.,502110,109,ARI,RF,29,141,,4.42,27,2017
Knapp, Andrew,595284,143,PHI,C,25,74,,4.36,27,2017
Stassi, Brock,595426,143,PHI,1B,27,25,,4.42,27,2017
Valencia, Danny,502143,136,SEA,1B,32,172,,4.48,27,2017
Van Slyke, Scott,475100,119,LAD,,30,11,,,27,2017
Pearce, Steve,456665,141,TOR,LF,34,118,,4.48,26.9,2017
Suárez, Eugenio,553993,113,CIN,3B,25,179,,4.47,26.9,2017
Lamb, Jake,571875,109,ARI,3B,26,211,,4.37,26.9,2017
Plouffe, Trevor,461858,139,TB,3B,31,86,,4.49,26.9,2017
González, Carlos,471865,115,COL,RF,31,218,1,4.31,26.9,2017
Kinsler, Ian,435079,116,DET,2B,35,182,,4.4,26.9,2017
Gurriel, Yuli,493329,117,HOU,1B,33,262,1,4.36,26.9,2017
Tomás, Yasmany,630111,109,ARI,LF,26,60,,4.55,26.9,2017
Seager, Corey,608369,119,LAD,SS,23,227,,4.48,26.9,2017
Schwarber, Kyle,656941,112,CHC,LF,24,125,,4.32,26.9,2017
Sanó, Miguel,593934,142,MIN,3B,24,123,,4.62,26.9,2017
Granderson, Curtis,434158,119,LAD,CF,36,140,,4.27,26.9,2017
Davis, J.D.,605204,117,HOU,3B,24,29,,4.55,26.9,2017
Abreu, José,547989,145,CWS,1B,30,256,,4.53,26.8,2017
Belt, Brandon,474832,137,SF,1B,29,97,,4.34,26.8,2017
Zimmerman, Ryan,475582,120,WSH,1B,32,214,,4.42,26.8,2017
Motter, Taylor,600301,136,SEA,SS,27,92,,4.56,26.8,2017
Austin, Tyler,592122,147,NYY,1B,25,10,,,26.8,2017
Gomes, Yan,543228,114,CLE,C,29,123,,4.53,26.8,2017
Torrens, Luis,620443,135,SD,C,21,52,,4.57,26.8,2017
Garneau, Dustin,572863,133,OAK,C,29,31,,4.54,26.8,2017
Rivera, T.J.,608061,121,NYM,3B,28,85,,4.42,26.8,2017
Goldschmidt, Paul,502671,109,ARI,1B,29,220,,4.47,26.8,2017
White, Tyler,643603,117,HOU,1B,26,15,,,26.7,2017
McCann, James,543510,116,DET,C,27,109,,4.59,26.7,2017
Kendrick, Howie,435062,120,WSH,LF,33,149,,4.49,26.7,2017
Pennington, Cliff,460060,108,LAA,2B,33,67,,4.35,26.7,2017
Piscotty, Stephen,572039,138,STL,RF,26,134,,4.44,26.7,2017
Kemp, Tony,643393,117,HOU,LF,25,15,,,26.7,2017
Morrison, Logan,489149,139,TB,1B,29,140,,4.49,26.7,2017
Anderson, Brian,605119,146,MIA,3B,24,35,,4.56,26.7,2017
Gonzalez, Marwin,503556,117,HOU,LF,28,203,,4.31,26.7,2017
Sogard, Eric,519299,158,MIL,2B,31,106,,4.26,26.7,2017
Camargo, Johan,622666,144,ATL,3B,23,110,,4.37,26.7,2017
Sardinas, Luis,596143,135,SD,,24,21,,,26.7,2017
Villanueva, Christian,570799,135,SD,3B,26,13,,,26.7,2017
d'Arnaud, Travis,518595,121,NYM,C,28,136,,4.55,26.7,2017
Smith, Kevan,607345,145,CWS,C,29,143,,4.6,26.6,2017
Carpenter, Matt,572761,138,STL,1B,31,123,,4.39,26.6,2017
Lowrie, Jed,476704,133,OAK,2B,33,175,,4.5,26.6,2017
Goins, Ryan,572365,141,TOR,SS,29,171,,4.45,26.6,2017
Aybar, Erick,430947,135,SD,SS,33,158,,4.37,26.6,2017
Ruiz, Rio,547004,144,ATL,3B,23,62,,4.57,26.6,2017
Gattis, Evan,594828,117,HOU,C,30,120,,4.49,26.6,2017
Healy, Ryon,592387,133,OAK,DH,25,217,,4.56,26.6,2017
Profar, Jurickson,595777,140,TEX,LF,24,24,,,26.6,2017
Frazier, Todd,453943,147,NYY,3B,31,174,,4.47,26.6,2017
Freeman, Freddie,518692,144,ATL,1B,27,151,,4.43,26.5,2017
Romine, Austin,519222,147,NYY,C,28,98,,4.46,26.5,2017
Chisenhall, Lonnie,502082,114,CLE,RF,28,102,,4.44,26.5,2017
Davis, Khris,501981,133,OAK,LF,29,172,,4.73,26.5,2017
Rodríguez, Sean,446481,134,PIT,3B,32,34,,4.6,26.5,2017
Joyce, Matt,459964,133,OAK,RF,32,160,,4.51,26.5,2017
Trumbo, Mark,444432,110,BAL,DH,31,190,,4.65,26.5,2017
Urshela, Gio,570482,114,CLE,3B,25,76,,4.4,26.5,2017
Amarista, Alexi,506560,115,COL,,28,62,,4.34,26.5,2017
Tejada, Rubén,514913,110,BAL,SS,27,47,,4.57,26.5,2017
