"","hitter","launch_angle","exit_velo","BIP","single","double","triple","home_run","woba","woba_bip","whiff_rate","foul_percent","strikeout_percent"
"22","Núñez, Eduardo",5,106.433957846936,828,185,50,2,19,0.315789473684211,0.340458937198068,0.150265173836181,0.361814967589864,0.117527862208713
"23","Calhoun, Willie",5,106.524364982912,713,138,36,3,23,0.304134929270947,0.317391304347826,0.14914089347079,0.360824742268041,0.13958560523446
"24","Ramírez, Harold",5,108.666765300566,607,146,35,5,21,0.345232120451694,0.399093904448105,0.243823146944083,0.361508452535761,0.177581863979849
"25","Hoerner, Nico",5,104.515716206614,844,191,45,15,18,0.33794599807136,0.356338862559242,0.124502558271745,0.395679363274588,0.116795366795367
"26","D<U+00ED>az, Yandy",5,109.937480416127,313,72,27,0,8,0.379390243902439,0.371725239616613,0.11609907120743,0.39938080495356,0.097799511002445
"27","Ram<U+00ED>rez, Harold",5,109.368258565556,261,72,18,0,5,0.343515850144092,0.400383141762452,0.251420454545455,0.377840909090909,0.187319884726225
"28","LeMahieu, DJ",6,106.820864147052,2135,506,132,11,64,0.344353693181818,0.370585480093677,0.133406835722161,0.395589856670342,0.151030561478323
"29","Peralta, David",6,109.284583740686,1713,379,131,17,72,0.353216250528989,0.406742556917688,0.213472485768501,0.380218216318786,0.192551840880237
"30","Segura, Jean",6,107.085791067443,1963,470,108,11,47,0.330376451742091,0.354992358634743,0.159281981367871,0.39445580549875,0.139759036144578
"31","Cabrera, Melky",6,105.953825700755,863,195,57,0,25,0.339473684210526,0.361587485515643,0.132481115630447,0.366066240557815,0.115900383141762
"32","González, Carlos",6,111.518605533196,663,147,48,3,30,0.32797131147541,0.397285067873303,0.295751633986928,0.343137254901961,0.237948717948718
"33","Kiner-Falefa, Isiah",6,103.796366053083,1297,318,71,8,22,0.310363311494937,0.343484965304549,0.139374090247453,0.388646288209607,0.162985074626866
"34","Ramirez, Hanley",6,110.702485643936,523,118,30,0,26,0.341322314049587,0.394837476099426,0.258426966292135,0.321829855537721,0.196132596685083
"35","Schoop, Jonathan",6,109.497190110067,1618,327,112,1,96,0.328228621291449,0.399196538936959,0.270401411557124,0.37273930304367,0.227947598253275
"36","Neuse, Sheldon",6,105.058633602324,268,69,12,1,16,0.311214953271028,0.426492537313433,0.303684879288437,0.355781448538755,0.309133489461358
"37","Guerrero Jr., Vladimir",6,113.74274802877,1324,279,85,3,88,0.379127811300055,0.417333836858006,0.236657517535834,0.359560841720037,0.165112452002194
"38","Hayes, Ke'Bryan",6,108.929046173153,768,177,48,12,19,0.317196261682243,0.371744791666667,0.185206098249577,0.381140598531903,0.208801498127341
"39","Mendick, Danny",6,101.829557907434,227,47,11,0,7,0.293880597014925,0.316519823788546,0.229287090558767,0.33140655105973,0.209580838323353
"40","Marte, Ketel",7,109.215295109775,1732,355,137,25,70,0.361386353759235,0.397661662817552,0.170180340360681,0.38989077978156,0.157528285465622
"41","Hosmer, Eric",7,109.305165501992,1766,422,115,3,71,0.337623558484349,0.392836919592299,0.235359856951274,0.369915064818954,0.198680956306678
"42","Camargo, Johan",7,105.63659927331,811,172,64,5,30,0.332647584973166,0.387792848335388,0.252662149080349,0.354791868344627,0.201432408236347
"43","Andújar, Miguel",7,107.234354873593,596,124,48,3,30,0.357161981258367,0.414765100671141,0.203961848862803,0.358767424798239,0.16241610738255
"44","Barnes, Austin",7,105.338829023742,794,145,44,3,29,0.308520900321543,0.330856423173804,0.188097768331562,0.390010626992561,0.221417069243156
"45","Gutiérrez, Kelvin",7,108.975083996884,206,51,9,5,4,0.294827586206897,0.368203883495146,0.310536044362292,0.308687615526802,0.26813880126183
"46","Pence, Hunter",7,109.41238918207,661,153,41,6,31,0.335159574468085,0.407791225416036,0.291087962962963,0.326388888888889,0.226837060702875
"47","Machado, Manny",7,110.541686414758,2197,435,140,6,142,0.356342281879195,0.403368229403732,0.22152019911928,0.357840321654222,0.17741935483871
"48","Gosselin, Phil",7,104.563109140485,365,84,20,3,12,0.296353166986564,0.369315068493151,0.247572815533981,0.309466019417476,0.241312741312741
"49","Wendle, Joey",7,104.044898172891,1180,247,105,17,21,0.324545454545455,0.371652542372881,0.198231392778187,0.366985998526161,0.188323917137476
"50","Kiermaier, Kevin",7,106.996652580227,1236,264,80,27,39,0.316042927903137,0.383050161812298,0.26530612244898,0.36374549819928,0.238830667402096
"51","Taveras, Leody",7,107.229038251397,540,127,37,5,18,0.313762626262626,0.387592592592593,0.25,0.362068965517241,0.245569620253165
"52","Plawecki, Kevin",7,105.945713550832,593,113,40,3,14,0.301955990220049,0.32327150084317,0.20377358490566,0.348679245283019,0.178702570379437
"53","Isbel, Kyle",7,106.667581762452,360,67,32,5,13,0.308143939393939,0.378055555555556,0.217142857142857,0.371428571428571,0.241904761904762
"54","Turang, Brice",7,101.749837891671,217,46,9,3,5,0.26588785046729,0.319124423963134,0.228200371057514,0.369202226345083,0.25
"55","Bohm, Alec",7,107.245735339012,887,214,57,3,25,0.325557390586292,0.373449830890643,0.192496650290308,0.41134435015632,0.190555095277548
"56","Moreno, Gabriel",7,107.028596926162,234,67,11,0,6,0.334018987341772,0.379273504273504,0.187747035573123,0.349802371541502,0.183544303797468
"57","D<U+00ED>az, Elias",7,108.06850262527,218,41,15,1,6,0.293389830508475,0.34243119266055,0.214659685863874,0.404886561954625,0.203389830508475
"58","Cruz, Nelson",8,112.652458379112,1546,315,89,3,117,0.3505,0.419113842173351,0.292631578947368,0.345730994152047,0.229393807239424
"59","Canó, Robinson",8,108.515011784285,908,201,74,0,34,0.358319039451115,0.386894273127753,0.176100628930818,0.384615384615385,0.138435081685297
"60","Fowler, Dustin",8,104.220268676608,226,51,9,3,5,0.272439759036145,0.338274336283186,0.252173913043478,0.354782608695652,0.259036144578313
"61","Garcia, Leury",8,105.111365246859,1160,293,58,12,25,0.310542732376794,0.371206896551724,0.233109303148214,0.356561726211532,0.216604244694132
"62","Crawford, J.P.",8,105.490979639093,1286,263,87,7,26,0.312628726287263,0.329860031104199,0.167369445345443,0.415504378851768,0.182707993474715
"63","d'Arnaud, Travis",8,107.794381514705,990,200,65,2,59,0.331640625,0.391767676767677,0.254886929858183,0.365657339977003,0.215504978662873
"64","Iglesias, José",8,103.686713060171,1289,281,88,10,25,0.31704834605598,0.343211792086889,0.149101163200564,0.396545646810011,0.129217059197963
"65","Berti, Jon",8,105.49889601871,709,169,40,6,14,0.317696629213483,0.359097320169252,0.214041095890411,0.381278538812785,0.221388367729831
"66","Stanton, Giancarlo",8,116.197906932518,1362,275,90,1,126,0.359460674157303,0.4643906020558,0.324756432675493,0.334998750936797,0.278629395852119
"67","Turner, Trea",8,108.222033872333,2153,519,151,21,88,0.354489112227806,0.414096609382257,0.231012658227848,0.368205510052122,0.1981860933826
"68","Dean, Austin",8,106.766630382246,246,48,18,0,12,0.329378531073446,0.382926829268293,0.203672787979967,0.385642737896494,0.215297450424929
"69","Bogaerts, Xander",8,108.359936891285,2064,459,168,8,96,0.364773519163763,0.414631782945736,0.216490658001625,0.364337936636881,0.184642233856894
"70","Martini, Nick",8,103.152042081002,205,54,15,4,1,0.344736842105263,0.382682926829268,0.17434869739479,0.414829659318637,0.217391304347826
"71","Gregorius, Didi",8,103.842508823477,1285,240,64,10,73,0.338489646772229,0.370428015564202,0.210791580195672,0.408241921138452,0.148080438756856
"72","Astudillo, Willians",8,104.773447106964,453,88,23,1,17,0.330933062880325,0.330794701986755,0.0841584158415842,0.35519801980198,0.040650406504065
"73","Bichette, Bo",8,109.695935712599,1233,326,90,3,63,0.367988165680473,0.444768856447689,0.201528446079819,0.449476365694877,0.20746887966805
"74","Lowe, Nathaniel",8,109.327370619821,1050,264,71,5,59,0.362083071113908,0.441952380952381,0.21520706042091,0.428377460964019,0.239294710327456
"75","Chavis, Michael",8,107.527059880131,489,108,21,3,34,0.303836477987421,0.412372188139059,0.324341279799247,0.368883312421581,0.311475409836066
"76","Vierling, Matt",8,108.37359239795,518,130,23,5,15,0.325776836158192,0.366891891891892,0.169561621174524,0.401985111662531,0.186704384724187
"77","Ahmed, Nick",9,103.33352175327,1230,228,101,12,36,0.306789044289044,0.359715447154472,0.233408143635781,0.372234690605963,0.212616822429907
"78","Lagares, Juan",9,108.094010368639,559,125,28,6,13,0.280516129032258,0.338819320214669,0.248847926267281,0.321812596006144,0.225388601036269
"79","Pérez, Hernán",9,105.231714256311,753,151,45,5,31,0.305867850098619,0.36726427622842,0.242307692307692,0.343956043956044,0.212031558185404
"80","Sucre, Jesús",9,102.934553476901,323,70,13,0,7,0.270246913580247,0.29984520123839,0.20476858345021,0.342215988779804,0.156327543424318
"81","Markakis, Nick",9,104.738617852748,1153,277,89,4,25,0.357666886979511,0.376452732003469,0.124328789756299,0.399421726559273,0.135099337748344
"82","Swihart, Blake",9,100.352125724158,256,60,17,1,9,0.288442822384428,0.3810546875,0.318051575931232,0.315186246418338,0.306569343065693
"83","Tapia, Raimel",9,105.868394496627,1093,257,68,13,25,0.314656334231806,0.365096065873742,0.215299411561094,0.406022845275182,0.198106828938472
"84","Vargas, Ildemaro",9,104.062443835179,602,119,39,3,16,0.314527503526093,0.330897009966777,0.13047363717605,0.331546023235031,0.103107344632768
"85","Grichuk, Randal",9,109.75174397339,1555,288,125,9,104,0.334144736842105,0.420610932475884,0.261603375527426,0.373886544772621,0.249230769230769
"86","Alfaro, Jorge",9,112.88844900792,707,197,52,4,37,0.322167080231596,0.471711456859972,0.372443072172906,0.354689309147047,0.349087893864013
"87","Pham, Tommy",9,109.645195504449,1622,387,99,15,79,0.35141121128969,0.415443896424168,0.233383308345827,0.361319340329835,0.238020424194815
"88","Newman, Kevin",9,103.386451882213,1141,261,67,9,19,0.318445558739255,0.337467134092901,0.138069705093834,0.352100089365505,0.121776504297994
"89","Verdugo, Alex",9,106.11803889887,1406,306,111,8,39,0.339453340695748,0.365540540540541,0.151055408970976,0.385224274406332,0.143173023770039
"90","Arcia, Orlando",9,105.417945021083,1357,319,71,5,46,0.313421908893709,0.366580692704495,0.251440703670003,0.336973005762815,0.202819956616052
"91","Díaz, Aledmys",9,107.00898235191,1125,213,73,1,38,0.306805745554036,0.336488888888889,0.21861556511537,0.34141572154869,0.161069225496916
"92","Valencia, Danny",9,108.522308078075,471,111,26,4,20,0.33782991202346,0.404458598726115,0.252260397830018,0.321880650994575,0.225806451612903
"93","Dickerson, Corey",9,106.330790110435,1383,312,110,16,56,0.350743801652893,0.407158351409978,0.225650178480367,0.421723610402856,0.179911699779249
"94","Bour, Justin",9,109.80987617179,639,127,29,1,45,0.330742574257426,0.390219092331768,0.28486646884273,0.335905044510386,0.248514851485149
"95","Solarte, Yangervis",9,105.655895097336,742,138,44,0,31,0.312899786780384,0.332345013477089,0.156495468277946,0.395166163141994,0.136606189967983
"96","Yelich, Christian",9,110.792535240463,1846,438,128,15,117,0.383932422717469,0.451191765980498,0.236462471252352,0.377587288312774,0.215390147428982
"97","Panik, Joe",9,102.226560566129,1218,272,58,6,20,0.310047201618341,0.310837438423645,0.0999160369437447,0.388748950461797,0.0992572586090479
"98","Puig, Yasiel",9,110.714307390858,1032,203,68,4,70,0.361921458625526,0.418701550387597,0.234597156398104,0.35781990521327,0.192280701754386
"99","Santana, Carlos",9,108.053315142764,2042,364,128,5,100,0.341894227445558,0.350342801175318,0.201321494941152,0.377245508982036,0.156380027739251
"100","Eaton, Adam",9,105.491805701163,945,214,55,11,25,0.338476118271418,0.357619047619048,0.183226982680036,0.386052871467639,0.164768413059985
"101","Rondón, José",9,103.953600018025,225,39,13,3,13,0.324707602339181,0.397111111111111,0.269681742043551,0.353433835845896,0.244837758112094
"102","Castro, Willi",9,107.386399971019,680,141,45,9,23,0.306143001007049,0.367794117647059,0.28147029204431,0.376132930513595,0.238670694864048
"103","Pujols, Albert",9,107.847470398897,1500,286,68,0,91,0.333614330874605,0.361,0.184234370280882,0.362730292962851,0.140748550342646
"104","Andrus, Elvis",9,105.400006468949,1918,418,126,10,51,0.325351264552389,0.358680917622523,0.1957928802589,0.36084142394822,0.159501807955002
"105","Lopez, Nicky",9,101.096738201425,949,218,43,10,2,0.292822384428224,0.303003161222339,0.165785679961557,0.378183565593465,0.145292207792208
"106","Straw, Myles",9,101.853254601001,1052,242,63,7,5,0.294506258692629,0.314733840304182,0.125541125541126,0.419047619047619,0.174912891986063
"107","Ramos, Wilson",9,108.469434401786,787,182,49,1,30,0.335139022051774,0.37566709021601,0.224390243902439,0.348509485094851,0.172115384615385
"108","Walsh, Jared",9,108.359195051739,605,122,41,1,39,0.324921956295526,0.409669421487603,0.261396422388921,0.389497980380842,0.273201251303441
"109","Gonzalez, Oscar",9,108.244060345394,336,72,25,1,14,0.325055679287305,0.392708333333333,0.25382932166302,0.37855579868709,0.205357142857143
"110","Kwan, Steven",9,99.9544000627827,785,187,46,6,8,0.334491440080564,0.32859872611465,0.0922266139657444,0.39064558629776,0.102719033232628
"111","Meneses, Joey",9,107.519429886506,435,107,34,1,19,0.346114864864865,0.41632183908046,0.223255813953488,0.372093023255814,0.206429780033841
"112","Yoshida, Masataka",9,108.375287853399,278,67,19,2,11,0.40042735042735,0.412410071942446,0.153985507246377,0.342391304347826,0.105413105413105
"113","Cuthbert, Cheslor",10,107.184442254224,437,100,27,0,15,0.313888888888889,0.364187643020595,0.226794258373206,0.355023923444976,0.195945945945946
"114","Marte, Starling",10,108.061689305155,1713,415,107,19,72,0.357256675279931,0.413981319322825,0.237384023534736,0.374971713057253,0.186096718480138
"115","Flaherty, Ryan",10,103.810745066446,212,43,12,2,5,0.291610738255034,0.324056603773585,0.236323851203501,0.299781181619256,0.201342281879195
"116","Moustakas, Mike",10,108.836802672537,1518,276,94,2,104,0.336315021876519,0.390250329380764,0.231096644967451,0.388833249874812,0.192307692307692
"117","Zimmerman, Ryan",10,109.162208382524,852,162,72,2,60,0.368162926018288,0.439319248826291,0.234725050916497,0.331466395112016,0.208507089241034
"118","Franco, Maikel",10,109.300537284839,1461,249,82,2,80,0.310514905149052,0.34757015742642,0.223060670087534,0.335949290673106,0.157266811279826
"119","Kepler, Max",10,108.754662043675,1690,276,111,8,77,0.315269587194608,0.336834319526627,0.199696279422931,0.372563907871425,0.180936313791649
"120","Difo, Wilmer",10,100.936941939209,806,179,33,15,16,0.295004582951421,0.335049627791563,0.25250501002004,0.343687374749499,0.191919191919192
"121","Castro, Starlin",10,106.966916923533,1333,326,80,9,42,0.327313769751693,0.383120780195049,0.212954186413902,0.365876777251185,0.190610859728507
"122","Garcia, Greg",10,102.445924655131,506,109,30,4,9,0.309020618556701,0.328656126482213,0.179170344218888,0.374227714033539,0.211612903225806
"123","Sandoval, Pablo",10,108.641289045435,604,111,42,1,34,0.318742586002372,0.376490066225166,0.247477744807122,0.39406528189911,0.215219976218787
"124","Arroyo, Christian",10,106.773723408176,679,151,52,2,20,0.311629153269025,0.370471281296024,0.229434806939004,0.390598768886402,0.212674543501611
"125","Hernández, César",10,105.916010547427,1442,357,79,7,42,0.333614864864865,0.373543689320388,0.199296600234467,0.378077373974209,0.198841698841699
"126","Olivares, Edward",10,106.963681238257,402,85,26,5,14,0.330280373831776,0.378606965174129,0.221633085896076,0.352067868504772,0.181647940074906
"127","Tomlinson, Kelby",10,98.9660871598382,247,67,6,6,1,0.300550964187328,0.339676113360324,0.206837606837607,0.370940170940171,0.21606648199446
"128","Mancini, Trey",10,108.78466656809,1741,383,115,8,97,0.332002271006813,0.411746122917863,0.279180751640485,0.374428315768542,0.253703000379795
"129","Báez, Javier",10,109.640920252798,1468,311,111,18,94,0.346463471382038,0.45616485013624,0.336908370249475,0.320587549545349,0.269338303821062
"130","Grandal, Yasmani",10,107.506554324627,1453,288,86,3,92,0.344933920704846,0.390984170681349,0.247175901022055,0.362022592791824,0.222958057395143
"131","Peraza, José",10,102.987086782056,1237,284,57,10,30,0.311518151815181,0.335125303152789,0.140570089808669,0.376415462709879,0.127729980145599
"132","Sosa, Edmundo",10,107.151527444998,469,104,27,10,15,0.325637181409295,0.385501066098081,0.265321375186846,0.384155455904335,0.217194570135747
"133","Stewart, DJ",10,104.959606112895,270,46,14,1,16,0.309669811320755,0.359259259259259,0.287917737789203,0.365038560411311,0.25
"134","Naylor, Josh",10,108.72534920351,882,178,72,0,37,0.335751295336788,0.382879818594104,0.197278911564626,0.374149659863946,0.172593235039029
"135","Bell, Josh",10,110.618731988555,1894,367,134,9,115,0.360785740269189,0.406124604012672,0.234073160706946,0.376489930127415,0.194454578620941
"136","Daza, Yonathan",10,102.542135161264,592,166,31,4,4,0.325099075297226,0.35777027027027,0.191709844559585,0.370096225018505,0.153439153439153
"137","France, Ty",10,107.088888778547,1172,259,76,2,53,0.353291536050157,0.384641638225256,0.186528497409326,0.408635578583765,0.163739021329987
"138","Brantley, Michael",10,105.12785176442,1671,396,123,8,51,0.361961259079903,0.381538001196888,0.107490864799026,0.3836784409257,0.115738498789346
"139","Franco, Wander",10,106.644290156086,727,148,54,9,21,0.345916114790287,0.368500687757909,0.139312977099237,0.398218829516539,0.124861878453039
"140","Edman, Tommy",10,106.026140642722,1185,248,81,16,34,0.329826812059012,0.364810126582278,0.168982350732257,0.386030792339467,0.164955070603338
"141","Smith, Pavin",10,106.529058312758,617,134,35,3,24,0.323704954954955,0.359238249594814,0.175988068605518,0.363907531692767,0.200676437429538
"142","Haseley, Adam",10,102.247273404197,213,51,17,0,5,0.315472312703583,0.379107981220657,0.290613718411552,0.324909747292419,0.234527687296417
"143","Peña, Jeremy",10,106.391222733844,286,57,19,3,15,0.33034398034398,0.396678321678322,0.277410832232497,0.344782034346103,0.224137931034483
"144","McCarthy, Jake",10,104.795655085467,409,105,20,8,11,0.333031301482702,0.393276283618582,0.250932835820896,0.367537313432836,0.228099173553719
"145","Hern<U+00E1>ndez, C<U+00E9>sar",10,103.557685029317,324,68,23,4,2,0.29652466367713,0.315277777777778,0.196405648267009,0.387676508344031,0.177130044843049
"146","Brennan, Will",10,103.928866518086,291,64,23,1,7,0.327234636871508,0.368900343642612,0.191977077363897,0.391117478510029,0.150837988826816
"147","Iglesias, Jos<U+00E9>",10,103.169486399972,281,59,20,0,2,0.294476744186047,0.308185053380783,0.133748055987558,0.429237947122862,0.122448979591837
"148","V<U+00E1>zquez, Christian",10,104.306081137206,246,52,15,0,8,0.293768996960486,0.338821138211382,0.167479674796748,0.432520325203252,0.194528875379939
"149","Abreu, Jos<U+00E9>",10,109.401056907462,371,92,36,0,12,0.388095238095238,0.414016172506739,0.188741721854305,0.401766004415011,0.143141153081511
"150","Drury, Brandon",11,108.216192760783,1203,239,104,7,68,0.338439796495195,0.419700748129676,0.243339831059129,0.36582196231319,0.243916242218449
"151","Prado, Martín",11,102.060267896327,402,84,27,0,5,0.279306930693069,0.312562189054726,0.151706700379267,0.34007585335019,0.157057654075547
"152","Hicks, Aaron",11,106.349913193648,1126,223,63,6,58,0.337793296089385,0.37411190053286,0.252314814814815,0.375330687830688,0.222844344904815
"153","Strange-Gordon, Dee",11,98.520723158012,1212,334,45,16,11,0.307990716180371,0.343358085808581,0.161923076923077,0.371923076923077,0.148837209302326
"154","Severino, Pedro",11,107.085621621474,576,124,36,0,22,0.304322429906542,0.362326388888889,0.251315789473684,0.369736842105263,0.235915492957746
"155","Walker, Christian",11,109.393317856589,1245,227,95,5,85,0.345318454001089,0.411124497991968,0.250505634209766,0.38977174227102,0.225859247135843
"156","Morales, Kendrys",11,108.57954282931,798,167,37,1,43,0.325871313672922,0.363972431077694,0.25639713408393,0.335209825997953,0.191413237924866
"157","Nimmo, Brandon",11,107.557550008062,1289,301,86,30,58,0.374612778315586,0.434251357641583,0.219876868953386,0.402228085605394,0.22621359223301
"158","Heyward, Jason",11,107.763145628785,1388,267,80,13,47,0.316761510605277,0.342795389048991,0.200062227753578,0.367454884878656,0.180072651790348
"159","Arenado, Nolan",11,106.792475534424,2218,429,167,15,161,0.385913793103448,0.432303877366997,0.201304753028891,0.385274930102516,0.156314699792961
"160","Souza Jr., Steven",11,108.293028669872,462,94,31,6,29,0.325620347394541,0.421103896103896,0.304097771387491,0.363767074047448,0.305590062111801
"161","Abreu, José",11,110.256412926565,1769,361,134,6,94,0.345922057051025,0.404804974561899,0.231925087108014,0.382839721254355,0.206591639871383
"162","Candelario, Jeimer",11,107.299470801762,1508,287,123,11,60,0.324351077870656,0.377022546419098,0.229822485207101,0.413254437869822,0.23215859030837
"163","Núñez, Renato",11,108.4043684832,486,90,36,0,33,0.319463087248322,0.406172839506173,0.293405114401077,0.379542395693136,0.268817204301075
"164","Flores, Wilmer",11,104.217274471093,1472,293,93,3,63,0.336564449064449,0.354313858695652,0.152785923753666,0.415542521994135,0.140925637025481
"165","Zimmer, Bradley",11,110.784188250885,449,109,30,4,21,0.308262454434994,0.427839643652561,0.340287769784173,0.336690647482014,0.345919610231425
"166","Wong, Kolten",11,104.145996900088,1514,297,98,15,48,0.325501432664756,0.348018494055482,0.195570894449238,0.368996261144665,0.170813397129187
"167","Hernández, Enrique",11,107.031620739738,1431,253,98,10,78,0.332661091982292,0.371837875611461,0.225092250922509,0.368719841044564,0.194977843426883
"168","Dubón, Mauricio",11,104.44262292605,488,105,31,2,10,0.313424437299035,0.34641393442623,0.18040293040293,0.372710622710623,0.153225806451613
"169","Delmonico, Nicky",11,105.451475044644,365,70,21,6,16,0.309,0.365890410958904,0.29025641025641,0.335384615384615,0.241818181818182
"170","Cabrera, Miguel",11,108.267924882849,1324,321,75,0,53,0.327275132275132,0.379947129909366,0.2298190175237,0.389830508474576,0.211752249867655
"171","Marte, Jefry",11,107.384761983682,265,47,16,1,14,0.333064516129032,0.367169811320755,0.20926243567753,0.336192109777015,0.183288409703504
"172","Wade, Tyler",11,102.896940876424,470,119,33,4,4,0.298673184357542,0.35968085106383,0.246428571428571,0.333928571428571,0.252454417952314
"173","Devers, Rafael",11,110.852668454647,1828,377,148,8,124,0.372045543776993,0.441794310722101,0.258496601359456,0.376049580167933,0.204634721131186
"174","Fisher, Derek",11,109.544220143617,243,49,20,5,15,0.337470725995316,0.451851851851852,0.332167832167832,0.243006993006993,0.312941176470588
"175","Engel, Adam",11,107.707469768778,782,180,43,9,31,0.302968227424749,0.390856777493606,0.297852474323063,0.337068160597572,0.280100334448161
"176","García, Avisaíl",11,111.582684466544,1205,299,63,7,77,0.348664772727273,0.445933609958506,0.314597074849441,0.339833667909378,0.253841775754126
"177","Tellez, Rowdy",11,110.417267900604,960,168,60,3,75,0.334975369458128,0.4090625,0.253886010362694,0.363491430848944,0.238532110091743
"178","McCann, James",11,107.043273680064,1144,249,69,3,45,0.302230814991077,0.371896853146853,0.253485424588086,0.384030418250951,0.247465712581992
"179","Canha, Mark",11,106.590942508643,1399,281,97,8,70,0.353815165876777,0.394031451036455,0.201575658788373,0.418364574843792,0.204459203036053
"180","Romine, Austin",11,107.378708599829,590,128,33,0,21,0.296607142857143,0.354661016949153,0.251682368775236,0.351278600269179,0.230035756853397
"181","Bregman, Alex",11,104.248901653025,2266,411,173,8,115,0.369588122605364,0.373367166813769,0.138031693077565,0.389491242702252,0.133631713554987
"182","Maybin, Cameron",11,106.332838311682,632,127,46,3,20,0.3160481444333,0.36123417721519,0.263870967741935,0.328387096774194,0.240442655935614
"183","Martínez, José",11,108.889840969502,793,205,53,2,30,0.363406795224977,0.407250945775536,0.197680839315295,0.364439536167863,0.175551470588235
"184","Smith, Mallex",11,100.917555638491,775,195,43,18,7,0.325758928571429,0.369612903225806,0.25,0.356997971602434,0.204667863554758
"185","Naquin, Tyler",11,109.227578936134,816,174,71,5,36,0.33212457337884,0.407536764705882,0.24451273046532,0.397278314310799,0.235042735042735
"186","Anderson, Tim",11,105.7705136761,1800,470,102,11,58,0.321828665568369,0.397555555555556,0.245204882301656,0.362467306015693,0.217211419114605
"187","Rendon, Anthony",11,106.198036370807,1542,311,137,5,83,0.392688121154756,0.41416990920882,0.134933774834437,0.439569536423841,0.138242280285036
"188","Hays, Austin",11,107.377780503085,913,186,76,6,51,0.352523659305994,0.424424972617744,0.244765006979991,0.330386226151698,0.211690363349131
"189","Almora Jr., Albert",11,106.512925848607,975,215,67,5,33,0.332518043303929,0.381487179487179,0.22685609532539,0.326306141154904,0.167871485943775
"190","Heredia, Guillermo",11,103.914750695219,859,164,64,1,23,0.309403107113655,0.340279394644936,0.20598166907863,0.379643029425953,0.196399345335516
"191","Realmuto, J.T.",11,108.111128009298,1773,390,135,16,94,0.360154394299287,0.427834179357022,0.223175965665236,0.396137339055794,0.211904761904762
"192","Santander, Anthony",11,108.970197913562,1160,205,87,2,79,0.340401919616077,0.401077586206897,0.222826086956522,0.426932367149758,0.217286914765906
"193","Trumbo, Mark",11,111.801978771076,524,104,30,0,25,0.301889338731444,0.362786259541985,0.272396212672979,0.345957756737072,0.227027027027027
"194","Bote, David",11,110.04714611165,551,115,41,4,28,0.3365,0.413702359346642,0.309681697612732,0.325596816976127,0.265625
"195","Trevino, Jose",11,104.354812713804,646,118,33,0,17,0.264898688915375,0.301780185758514,0.208215297450425,0.334277620396601,0.182577565632458
"196","Valaika, Pat",11,105.647166938674,445,73,38,2,24,0.298224852071006,0.37752808988764,0.2936,0.3504,0.272189349112426
"197","Joe, Connor",11,107.500858632837,550,115,47,6,23,0.349055489964581,0.402636363636364,0.237020316027088,0.349134687735139,0.225768321513002
"198","Schwindel, Frank",11,107.394196417702,377,79,32,0,21,0.373553719008264,0.427586206896552,0.214030915576694,0.33769322235434,0.161490683229814
"199","Rodgers, Brendan",11,108.507514449588,594,139,38,4,26,0.348957055214724,0.401010101010101,0.214137214137214,0.374220374220374,0.19041769041769
"200","Hilliard, Sam",11,109.031471268338,338,81,22,3,25,0.345771144278607,0.488461538461538,0.381529850746269,0.303171641791045,0.33665008291874
"201","Beaty, Matt",11,106.936881229917,371,78,23,3,13,0.33375486381323,0.364285714285714,0.197788697788698,0.346437346437346,0.178988326848249
"202","Tucker, Cole",11,102.976963751625,249,45,18,9,7,0.291472868217054,0.37429718875502,0.281831187410587,0.361945636623748,0.284974093264249
"203","Castro, Harold",11,103.006407707518,805,228,39,6,11,0.303568075117371,0.365093167701863,0.234011627906977,0.375968992248062,0.203198494825964
"204","Arozarena, Randy",11,109.50282167775,902,220,66,8,41,0.347268907563025,0.431042128603104,0.302785627775535,0.333064190553088,0.260533707865169
"205","Duffy, Matt",11,102.680708876225,847,240,44,1,9,0.318065068493151,0.352656434474616,0.183962264150943,0.372117400419287,0.185089974293059
"206","Bae, Ji Hwan",11,105.486363042912,241,62,13,0,2,0.293103448275862,0.344813278008299,0.242283950617284,0.385802469135802,0.227665706051873
"207","Wilkerson, Stevie",11,100.664248565962,233,49,17,0,10,0.273086734693878,0.366309012875536,0.303370786516854,0.36938202247191,0.324808184143222
"208","Urías, Ramón",11,106.329969375526,331,70,28,0,11,0.317567567567568,0.387009063444109,0.273913043478261,0.366304347826087,0.261121856866538
"209","Harris II, Michael",11,111.301312312952,455,99,32,5,24,0.352904238618524,0.418681318681319,0.247191011235955,0.359550561797753,0.210361067503925
"210","Kirk, Alejandro",11,106.882402661745,644,142,27,0,18,0.328834720570749,0.320729813664596,0.145493257629524,0.397444996451384,0.114285714285714
"211","Nootbaar, Lars",11,108.965695544728,407,77,28,6,20,0.350078616352201,0.385380835380835,0.204918032786885,0.378073770491803,0.21259842519685
"212","Garcia, Maikel",11,106.254309144662,211,60,15,1,3,0.32317880794702,0.386255924170616,0.176344086021505,0.36989247311828,0.225165562913907
"213","Rodr<U+00ED>guez, Julio",11,112.094131906523,286,70,23,4,24,0.396145374449339,0.523601398601399,0.297429620563036,0.352509179926561,0.27212389380531
"214","Pe<U+00F1>a, Jeremy",11,106.580643411444,329,75,22,2,19,0.329831932773109,0.430395136778116,0.294179894179894,0.357671957671958,0.264270613107822
