"","hitter","launch_angle","exit_velo","BIP","single","double","triple","home_run","woba","woba_bip","whiff_rate","foul_percent","strikeout_percent"
"495","Turner, Justin",16,104.996864150123,1956,427,148,1,107,0.386297809134794,0.415541922290389,0.162839248434238,0.428810020876827,0.152989231340512
"496","Cozart, Zack",16,103.277112540452,562,105,41,9,25,0.360251322751323,0.389946619217082,0.160493827160494,0.376954732510288,0.153846153846154
"497","Choo, Shin-Soo",16,106.915023281372,963,220,65,4,49,0.362115258677145,0.414278296988577,0.249002394253791,0.366719872306464,0.223243598161523
"498","Semien, Marcus",16,105.049773035525,2220,430,152,13,101,0.340072559366755,0.376486486486486,0.19260663507109,0.38654028436019,0.174818241903503
"499","Betts, Mookie",16,106.802072265473,2194,401,187,12,134,0.390437249666222,0.413833181403829,0.140863787375415,0.373200442967885,0.142379679144385
"500","Jansen, Danny",16,106.998954500155,752,127,53,2,46,0.337181903864279,0.379853723404255,0.203961456102784,0.393468950749465,0.192634560906516
"501","Stewart, Christin",16,105.077334480704,281,55,27,1,9,0.301477272727273,0.372419928825623,0.277845777233782,0.378212974296206,0.270454545454545
"502","Frazier, Todd",16,107.519774511915,844,132,53,1,57,0.330647648419429,0.375414691943128,0.232851985559567,0.386281588447653,0.222910216718266
"503","Rizzo, Anthony",16,108.367344037508,1991,394,120,7,123,0.368012640449438,0.388950276243094,0.191676436107855,0.419304415787417,0.162152655645445
"504","Tatis Jr., Fernando",16,111.075932295116,721,163,55,5,66,0.397089947089947,0.515811373092926,0.318764845605701,0.338717339667458,0.264783759929391
"505","Friedl, TJ",16,104.159881301297,442,99,23,7,18,0.3499176276771,0.38552036199095,0.189967982924226,0.338313767342583,0.172981878088962
"506","Giménez, Andrés",16,106.118930358495,433,84,24,5,15,0.308094435075885,0.341108545034642,0.252640845070423,0.366197183098592,0.187183811129848
"507","Perez, Michael",16,104.796288908909,295,53,24,2,13,0.30509977827051,0.371525423728814,0.290445859872611,0.333757961783439,0.255555555555556
"508","Haggerty, Sam",16,105.516917841073,220,49,15,3,7,0.322910662824207,0.391590909090909,0.28158844765343,0.32129963898917,0.259365994236311
"509","VanMeter, Josh",16,103.739952759904,374,62,25,2,13,0.27964824120603,0.322860962566845,0.248953974895398,0.359832635983264,0.261744966442953
"510","McKenna, Ryan",16,105.150750518103,268,56,20,1,7,0.283333333333333,0.35634328358209,0.330445544554455,0.337871287128713,0.309677419354839
"511","Villanueva, Christian",16,105.817092905879,230,43,14,0,21,0.341256830601093,0.442608695652174,0.282945736434109,0.419896640826873,0.281420765027322
"512","Hiura, Keston",16,108.524469155008,404,89,34,3,35,0.347790055248619,0.501980198019802,0.38925680647535,0.313465783664459,0.345303867403315
"513","McNeil, Jeff",16,103.881456383982,1441,334,102,11,38,0.357408419901586,0.373004857737682,0.164075993091537,0.421128382268279,0.119934282584885
"514","Raley, Luke",16,109.922797507228,240,40,22,3,22,0.356265060240964,0.487708333333333,0.365,0.335,0.314009661835749
"515","Lux, Gavin",16,106.256103590705,492,107,27,9,12,0.306716417910448,0.357012195121951,0.243027888446215,0.364940239043825,0.233695652173913
"516","Rojas, Josh",16,103.606305892096,751,170,61,2,20,0.319066317626527,0.369440745672437,0.22710230316015,0.369576861274772,0.235345581802275
"517","Toro, Abraham",16,105.077831689486,490,87,26,3,17,0.303939393939394,0.323673469387755,0.185281385281385,0.39047619047619,0.162861491628615
"518","Arraez, Luis",16,100.90715862355,1193,328,82,7,12,0.368598195697432,0.368357082984074,0.0846091861402095,0.434730056406124,0.0805555555555556
"519","Moniak, Mickey",16,107.622649404895,228,42,25,5,23,0.382142857142857,0.543640350877193,0.345714285714286,0.328571428571429,0.308571428571429
"520","Clemens, Kody",16,105.102690752502,215,39,16,1,10,0.294303797468354,0.36093023255814,0.240464344941957,0.402985074626866,0.247619047619048
"521","Bart, Joey",16,106.887776847895,217,53,12,0,14,0.314175257731959,0.426267281105991,0.327014218009479,0.330173775671406,0.333333333333333
"522","Fairchild, Stuart",16,105.116014550756,204,47,16,2,9,0.336731843575419,0.426225490196078,0.343605546995377,0.342064714946071,0.292134831460674
"523","Ruf, Darin",16,108.602184984385,354,72,23,0,15,0.309770114942529,0.36680790960452,0.253,0.393,0.28006589785832
"524","Tsutsugo, Yoshi",16,105.52766891662,247,49,15,0,9,0.271040189125295,0.330971659919028,0.261273209549072,0.411140583554377,0.303317535545024
"525","Jung, Josh",16,106.704522446582,342,78,26,3,26,0.357685009487666,0.47953216374269,0.245918367346939,0.405102040816327,0.284629981024668
"526","Henderson, Gunnar",16,108.287337953634,276,61,18,5,17,0.347708333333333,0.442391304347826,0.276807980049875,0.379052369077307,0.291666666666667
"527","Hern<U+00E1>ndez, Teoscar",16,110.036528095652,258,50,23,0,22,0.341834170854271,0.470348837209302,0.329411764705882,0.333333333333333,0.297229219143577
"528","Murphy, Tom",17,106.389281879951,486,100,43,1,36,0.332173382173382,0.45462962962963,0.32711525649567,0.349100599600267,0.318627450980392
"529","Soler, Jorge",17,112.50430014718,1263,214,107,1,114,0.36506646971935,0.455146476642914,0.299859747545582,0.345301542776999,0.260891089108911
"530","Smoak, Justin",17,105.860447736388,881,162,63,1,70,0.367512508934954,0.427866061293984,0.247686205376818,0.364037020713971,0.227956989247312
"531","Frazier, Jackson",17,107.631426225533,402,73,29,4,21,0.30618320610687,0.387437810945274,0.305372290292177,0.31573986804901,0.286370597243492
"532","Escobar, Alcides",17,98.5687728013886,978,188,58,6,10,0.268192771084337,0.294887525562372,0.203672075149445,0.378736122971819,0.161575562700965
"533","Broxton, Keon",17,105.360082460475,372,89,27,4,22,0.312603305785124,0.463306451612903,0.4203013481364,0.284694686756542,0.378453038674033
"534","Gentry, Craig",17,101.517531912458,241,60,10,4,5,0.317630057803468,0.351452282157676,0.214285714285714,0.32046332046332,0.197101449275362
"535","Gordon, Alex",17,107.125197139268,964,203,70,3,28,0.319586894586895,0.353630705394191,0.222493887530562,0.385085574572127,0.201001430615165
"536","Winker, Jesse",17,106.860043220994,1241,257,71,5,59,0.350194660734149,0.37030620467365,0.183442116111302,0.390243902439024,0.173719376391982
"537","Schrock, Max",17,100.057160084123,203,55,18,4,4,0.39463601532567,0.452216748768473,0.176755447941889,0.331719128329298,0.161538461538462
"538","Piscotty, Stephen",17,107.964495539226,1056,206,78,2,47,0.326535947712418,0.371022727272727,0.263593806265754,0.356139719121354,0.207596594629993
"539","Maldonado, Martín",17,105.81660030193,1075,196,60,3,46,0.283313851548802,0.33893023255814,0.276723276723277,0.365301365301365,0.270760233918129
"540","Lowrie, Jed",17,104.219685826802,1118,236,90,3,45,0.346789574062301,0.385867620751342,0.191186922530206,0.411513859275053,0.182514358647096
"541","Bourjos, Peter",17,106.252700626174,255,51,17,6,9,0.319529085872576,0.38921568627451,0.262435677530017,0.300171526586621,0.230555555555556
"542","Buxton, Byron",17,110.980499464505,1012,177,92,12,72,0.345609602021478,0.446541501976285,0.293878931349341,0.363882313155225,0.274509803921569
"543","Kemp, Tony",17,98.5252338715657,1202,243,69,11,25,0.316988778054863,0.31526622296173,0.139430894308943,0.371951219512195,0.132582864290181
"544","Blanco, Grégor",17,99.0795951612643,276,57,13,9,4,0.297420147420147,0.342210144927536,0.211567732115677,0.368340943683409,0.224691358024691
"545","Alberto, Hanser",17,101.606602628338,784,173,52,8,15,0.324086021505376,0.350510204081633,0.171728971962617,0.370327102803738,0.116254036598493
"546","Benintendi, Andrew",17,104.620957547885,1961,448,145,16,64,0.3509030593439,0.389801121876594,0.20181780623838,0.393100599049783,0.17725258493353
"547","Ozuna, Marcell",17,111.491785390948,1685,353,105,1,115,0.346177685950413,0.412433234421365,0.272289708915884,0.341508136603255,0.220935043442284
"548","Reyes, José",17,100.973973448425,516,77,30,9,15,0.300759878419453,0.303488372093023,0.155722326454034,0.360225140712946,0.127853881278539
"549","Castellanos, Nick",17,106.858252442411,2045,466,190,16,112,0.37239010989011,0.457359413202934,0.288498683055312,0.352414398595259,0.223865199449794
"550","McMahon, Ryan",17,110.060644614127,1204,267,101,7,73,0.344550128534704,0.443230897009967,0.279632063074901,0.403942181340342,0.280412371134021
"551","León, Sandy",17,103.093503365837,594,117,29,0,15,0.251735722284434,0.298316498316498,0.236155315085933,0.385741565881604,0.259259259259259
"552","Bauers, Jake",17,106.927365715739,737,148,55,4,37,0.32698081734779,0.390434192672999,0.259541984732824,0.365394402035623,0.26126878130217
"553","Suárez, Eugenio",17,107.505288993568,1426,283,96,6,114,0.355555555555556,0.443267882187938,0.264017552413457,0.388347147732813,0.266752577319588
"554","Soto, Juan",17,110.604219866542,1472,297,108,7,111,0.407192374350087,0.443953804347826,0.203071672354949,0.378270762229807,0.184027777777778
"555","Moreland, Mitch",17,109.694831389324,915,165,81,5,52,0.343441414885777,0.40224043715847,0.275762572135202,0.347073371805441,0.222140221402214
"556","Williams, Nick",17,105.783060779826,489,113,33,3,19,0.304050464807437,0.390899795501022,0.304886943836616,0.337709700948213,0.28
"557","Holliday, Matt",17,110.996455180039,265,52,23,0,20,0.357258064516129,0.453018867924528,0.288659793814433,0.369845360824742,0.274193548387097
"558","Wieters, Matt",17,104.900901369087,548,112,27,0,22,0.299936143039591,0.334032846715328,0.198675496688742,0.398086828550405,0.20460358056266
"559","Locastro, Tim",17,103.855615216171,308,59,21,5,6,0.321158129175947,0.340909090909091,0.218791946308725,0.367785234899329,0.189732142857143
"560","Siri, Jose",17,108.886700072601,366,72,20,2,28,0.295641447368421,0.412704918032787,0.370646766169154,0.325870646766169,0.333881578947368
"561","Dickerson, Alex",17,108.848114059875,293,51,20,4,17,0.318080357142857,0.386006825938567,0.269230769230769,0.378605769230769,0.254464285714286
"562","Donaldson, Josh",17,109.67237305735,1248,214,94,0,97,0.354451038575668,0.418349358974359,0.284598214285714,0.3671875,0.24380574826561
"563","García, Adolis",17,109.038079933981,622,114,49,4,49,0.34617373319545,0.451527331189711,0.310883620689655,0.353987068965517,0.278467908902692
"564","Haase, Eric",17,108.076661914628,533,103,35,2,37,0.315650644783118,0.421106941838649,0.333136444181926,0.35203780271707,0.300469483568075
"565","Smith, Kevin",17,105.664109831656,217,41,12,1,13,0.299850299401198,0.397004608294931,0.315140845070423,0.302816901408451,0.288288288288288
"566","Stephenson, Tyler",17,104.31558461391,570,163,38,1,17,0.358437146092865,0.43,0.24455732946299,0.341799709724238,0.236363636363636
"567","Alvarez, Yordan",17,112.806058697134,957,177,84,4,86,0.39025198938992,0.470114942528736,0.231900890437476,0.397599690282617,0.233067729083665
"568","Melendez, MJ",17,107.358579222691,461,83,31,5,18,0.298355263157895,0.355206073752712,0.301496792587313,0.36992159657876,0.274406332453826
"569","Kelenic, Jarred",17,107.936804605702,518,87,35,6,34,0.306978085351788,0.397586872586873,0.283966516419833,0.382485511912428,0.303344867358708
"570","Larnach, Trevor",17,110.652877992739,306,66,22,2,22,0.334495412844037,0.447058823529412,0.35356762513312,0.320553780617678,0.319852941176471
"571","Rutschman, Adley",17,106.694702746321,531,112,38,0,26,0.362729658792651,0.387382297551789,0.155731225296443,0.424505928853755,0.171916010498688
"572","Ur<U+00ED>as, Ram<U+00F3>n",17,105.727532063313,221,46,11,1,14,0.331873111782477,0.395701357466063,0.265546218487395,0.363025210084034,0.235649546827795
"573","Wiemer, Joey",17,104.320833635679,218,38,15,0,14,0.307724719101124,0.383715596330275,0.332786885245902,0.30983606557377,0.282485875706215
"574","Acu<U+00F1>a Jr., Ronald",17,111.855558355978,212,55,10,0,9,0.336686390532544,0.411320754716981,0.231578947368421,0.449624060150376,0.260355029585799
"575","Perez, Salvador",18,109.21364885867,1459,285,88,2,119,0.341136141038198,0.425154215215901,0.271032504780115,0.380258126195029,0.230995586071604
"576","Swanson, Dansby",18,106.274087634612,1859,398,119,12,83,0.319647937411095,0.386363636363636,0.273147256977863,0.369008662175168,0.246438746438746
"577","Schwarber, Kyle",18,111.817319034277,1560,265,93,12,170,0.363069852941176,0.467467948717949,0.27791932059448,0.390870488322718,0.289454277286136
"578","O'Hearn, Ryan",18,107.322036838722,676,143,47,5,49,0.354497607655502,0.443417159763314,0.258659217877095,0.363687150837989,0.25552353506244
"579","Refsnyder, Rob",18,105.626785784332,428,88,30,2,11,0.312836879432624,0.346845794392523,0.278229448961156,0.335140018066847,0.248579545454545
"580","Holaday, Bryan",18,101.198739530916,254,49,19,0,4,0.289169139465875,0.309251968503937,0.237226277372263,0.299270072992701,0.166172106824926
"581","Chirinos, Robinson",18,104.591926055534,672,121,54,2,55,0.348346055979644,0.449702380952381,0.309762773722628,0.383667883211679,0.297619047619048
"582","Martinez, J.D.",18,109.08027362486,1821,404,168,10,137,0.386618444846293,0.487095002745744,0.285952866951197,0.376136574503618,0.246282190787087
"583","Ervin, Phillip",18,103.523150357753,344,81,26,8,13,0.345920303605313,0.432267441860465,0.284269662921348,0.329213483146067,0.253333333333333
"584","Stevenson, Andrew",18,104.110732199484,283,69,18,1,5,0.300925925925926,0.365371024734982,0.3,0.295714285714286,0.255220417633411
"585","Smith, Dominic",18,105.662497798852,881,193,51,5,40,0.31769468003084,0.375539160045403,0.253638253638254,0.38004158004158,0.23011583011583
"586","Romine, Andrew",18,98.7287197518842,364,82,14,2,5,0.248659003831418,0.296978021978022,0.257591623036649,0.361256544502618,0.241842610364683
"587","Lamb, Jake",18,106.233172450066,770,150,59,7,52,0.356910246227164,0.441753246753247,0.252868068833652,0.37906309751434,0.261562998405104
"588","Odor, Rougned",18,108.416055813805,1430,249,90,7,79,0.299081304547543,0.363776223776224,0.263118062563068,0.376135216952573,0.257129714811408
"589","Goldschmidt, Paul",18,109.117813471567,1957,456,154,10,149,0.39398545935228,0.481859989780276,0.249726576740795,0.393364928909953,0.235430463576159
"590","Saunders, Michael",18,102.412053281468,209,39,14,4,7,0.297460317460317,0.357894736842105,0.306273062730627,0.308118081180812,0.246006389776358
"591","Bautista, José",18,106.485715733078,478,86,35,0,30,0.347128589263421,0.401569037656904,0.270682148040639,0.382438316400581,0.252184769038702
"592","Harper, Bryce",18,111.097718936569,1631,329,159,0,146,0.406461944235117,0.494022072348253,0.302971450767139,0.380268013206448,0.237825594563986
"593","Spangenberg, Cory",18,103.410055669916,496,133,30,4,20,0.329214929214929,0.426814516129032,0.27523602033406,0.364560639070443,0.276843467011643
"594","Marisnick, Jake",18,108.211953762687,686,141,51,7,43,0.325399644760213,0.442274052478134,0.313632030505243,0.359389895138227,0.311387900355872
"595","Barnhart, Tucker",18,102.594257851731,1182,241,70,2,29,0.294753623188406,0.319416243654822,0.200604838709677,0.402217741935484,0.204994192799071
"596","Hechavarria, Adeiny",18,102.427688219921,541,119,31,4,13,0.302953890489914,0.351109057301294,0.194647201946472,0.366585563665856,0.177489177489178
"597","Pearce, Steve",18,106.85705076623,450,83,35,1,25,0.351146788990826,0.399888888888889,0.236864771748493,0.375538329026701,0.202453987730061
"598","Plouffe, Trevor",18,105.537540434272,237,51,13,2,13,0.319917582417582,0.396835443037975,0.236206896551724,0.355172413793103,0.258953168044077
"599","Longoria, Evan",18,107.046468867769,1364,274,96,4,86,0.343989769820972,0.416055718475073,0.232311658550559,0.376969349756517,0.224782386072709
"600","Mejía, Francisco",18,104.347499633507,500,96,40,4,22,0.31474358974359,0.3831,0.227659574468085,0.417730496453901,0.225714285714286
"601","Motter, Taylor",18,109.074977503001,313,58,19,0,16,0.303488372093023,0.353514376996805,0.215836526181354,0.384418901660281,0.23728813559322
"602","Luplow, Jordan",18,105.154838775126,472,64,31,3,37,0.322556894243641,0.384427966101695,0.282514450867052,0.376445086705202,0.253691275167785
"603","Jackson, Austin",18,104.595401856238,355,94,34,2,7,0.329094076655052,0.42169014084507,0.280975609756098,0.372682926829268,0.28397212543554
"604","Davis, Jonathan",18,103.952509924846,296,61,9,1,7,0.257531380753138,0.29527027027027,0.269720101781171,0.353689567430025,0.274633123689727
"605","Tucker, Kyle",18,107.453186678183,1141,229,77,3,62,0.349968152866242,0.383391761612621,0.189852150537634,0.426747311827957,0.171794871794872
"606","Adduci, James",18,107.342166493366,205,46,15,2,6,0.297017543859649,0.371951219512195,0.23217550274223,0.393053016453382,0.23859649122807
"607","Smith, Will",18,106.828817792768,921,162,64,6,63,0.364846671652954,0.401194353963084,0.183989385227775,0.408668730650155,0.18474195961107
"608","Travis, Devon",18,104.081080841612,408,73,31,3,16,0.30842803030303,0.35281862745098,0.180898876404494,0.360674157303371,0.174573055028463
"609","Rodríguez, Sean",18,103.736547431617,201,33,7,1,13,0.266792929292929,0.337562189054726,0.425383542538354,0.294281729428173,0.354430379746835
"610","Mercado, Oscar",18,104.964204745069,468,91,33,4,17,0.32076802507837,0.374465811965812,0.269642857142857,0.3125,0.20094191522763
"611","Ohtani, Shohei",18,112.419771276502,1204,248,86,22,115,0.397410668047644,0.51063122923588,0.277977341807129,0.389334070185134,0.264935064935065
"612","Yastrzemski, Mike",18,106.814671855963,845,145,69,9,57,0.342889908256881,0.417278106508876,0.225162689804772,0.40824295010846,0.248085758039816
"613","Pratto, Nick",18,104.781486995134,248,57,28,3,18,0.344265593561368,0.523387096774194,0.34478672985782,0.361374407582938,0.381048387096774
"614","Adell, Jo",18,110.237435614697,261,52,20,5,17,0.310730593607306,0.446360153256705,0.339930151338766,0.356228172293364,0.34324942791762
"615","Meyers, Jake",18,103.959115313721,317,73,18,2,10,0.284038461538462,0.35993690851735,0.276301806588735,0.38682252922423,0.295366795366795
"616","Chisholm Jr., Jazz",18,108.496497924848,500,114,31,5,36,0.343975155279503,0.4558,0.28319783197832,0.378048780487805,0.290161892901619
"617","Marcano, Tucupita",18,103.397242554147,312,55,20,5,5,0.286,0.313301282051282,0.166184971098266,0.382947976878613,0.183962264150943
"618","Perdomo, Geraldo",18,102.298588773977,495,105,25,3,11,0.31101108033241,0.324949494949495,0.166231505657093,0.4029590948651,0.187239944521498
"619","India, Jonathan",18,106.850639480964,857,183,61,4,38,0.353926096997691,0.395157526254376,0.219137332672286,0.355974219137333,0.20585967617579
"620","Langeliers, Shea",18,107.761640792287,309,50,24,4,18,0.290060240963855,0.383656957928803,0.34349593495935,0.342479674796748,0.307228915662651
"621","Garc<U+00ED>a, Luis",18,104.279458938745,201,48,17,1,6,0.318131868131868,0.39726368159204,0.255952380952381,0.345238095238095,0.227106227106227
"622","Garc<U+00ED>a, Adolis",18,108.633757068619,327,57,29,4,18,0.321313131313131,0.402905198776758,0.296747967479675,0.370934959349593,0.260606060606061
"623","Smith, Josh H.",18,104.53560755204,222,52,10,1,8,0.324719101123595,0.356756756756757,0.211293260473588,0.384335154826958,0.223796033994334
"624","Bellinger, Cody",19,106.339115284893,1722,324,118,19,124,0.353223330775134,0.43130081300813,0.26892792247123,0.383403997577226,0.242319508448541
"625","Thames, Eric",19,106.985351769784,595,109,52,3,58,0.360813308687616,0.483193277310924,0.33109156751164,0.361096740817382,0.314814814814815
"626","Guyer, Brandon",19,101.746930316617,231,42,14,0,11,0.314606741573034,0.342424242424242,0.217465753424658,0.386986301369863,0.219101123595506
"627","Merrifield, Whit",19,102.802171925369,2206,508,165,22,61,0.347609909281228,0.384655485040798,0.182690462483209,0.393974285165995,0.155835080363382
"628","Goins, Ryan",19,102.504939842829,469,87,29,4,9,0.277667682926829,0.307782515991471,0.214360041623309,0.297606659729448,0.196923076923077
"629","Joseph, Caleb",19,103.585101961468,372,78,29,3,12,0.296567717996289,0.373252688172043,0.242841993637328,0.362672322375398,0.251396648044693
"630","Dixon, Brandon",19,106.910240629444,345,73,30,1,22,0.312457337883959,0.449565217391304,0.356877323420074,0.322490706319703,0.340753424657534
"631","Russell, Addison",19,100.234780373394,649,141,40,4,22,0.308396124865447,0.36271186440678,0.267538644470868,0.346611177170036,0.223060344827586
"632","Narváez, Omar",19,101.808806078598,895,226,40,1,40,0.346507936507936,0.378324022346369,0.183123877917415,0.415170556552962,0.179650238473768
"633","Joseph, Tommy",19,109.447193219836,300,59,19,1,18,0.338325471698113,0.3965,0.258644536652835,0.326417704011065,0.210401891252955
"634","Duda, Lucas",19,109.619637364991,518,93,43,1,37,0.344909090909091,0.418243243243243,0.276517922457937,0.344550109729334,0.25273390036452
"635","McKinney, Billy",19,105.587086631802,576,97,36,4,41,0.326285714285714,0.397222222222222,0.271629778672032,0.3420523138833,0.249427917620137
"636","Higashioka, Kyle",19,106.967643737066,474,78,31,0,33,0.303637660485021,0.37964135021097,0.274698795180723,0.344578313253012,0.255714285714286
"637","White, Tyler",19,105.05417454633,416,76,31,2,21,0.324809160305344,0.383533653846154,0.231115107913669,0.39478417266187,0.250381679389313
"638","Taylor, Chris",19,106.811977013037,1501,308,142,20,92,0.361606782398062,0.466622251832112,0.310543130990415,0.36975505857295,0.280517380759903
"639","Phegley, Josh",19,102.602108621536,374,65,29,1,15,0.29234496124031,0.354679144385027,0.227272727272727,0.358093126385809,0.223735408560311
"640","La Stella, Tommy",19,102.874333041205,815,173,42,1,30,0.3335232668566,0.339877300613497,0.141148325358852,0.369617224880383,0.126558005752637
"641","Adams, Matt",19,106.99820688291,596,126,44,2,56,0.364530386740332,0.481879194630872,0.296041308089501,0.36201950659782,0.272425249169435
"642","Castillo, Welington",19,104.580778018168,415,97,28,0,26,0.336650868878357,0.430843373493976,0.256756756756757,0.342664092664093,0.267828843106181
"643","Span, Denard",19,102.227849852576,635,133,41,9,17,0.329670975323149,0.35251968503937,0.127472527472527,0.407326007326007,0.157647058823529
"644","Farmer, Kyle",19,104.3925285282,987,207,61,7,47,0.330330222541278,0.385359675785208,0.215780998389694,0.386876006441224,0.209202012940331
"645","Davis, Chris",19,106.830722226945,571,108,28,1,43,0.281300089047195,0.397548161120841,0.354358974358974,0.352820512820513,0.376785714285714
"646","González, Adrián",19,104.688812523922,316,64,20,0,7,0.28547619047619,0.308544303797468,0.243606998654105,0.331090174966353,0.171837708830549
"647","Lowe, Brandon",19,107.97026105308,829,161,63,7,62,0.346976241900648,0.44372738238842,0.331263696128561,0.365960555149744,0.283959537572254
"648","Taylor, Tyrone",19,107.50262149673,420,72,31,4,24,0.306574675324675,0.384642857142857,0.268402154398564,0.354578096947935,0.25487012987013
"649","White, Eli",19,104.74564430183,225,47,10,4,9,0.297606382978723,0.376,0.319488817891374,0.321086261980831,0.296
"650","Walls, Taylor",19,102.546391293571,504,87,34,4,14,0.284692597239649,0.316865079365079,0.230712711241734,0.398971344599559,0.246540880503145
"651","Trejo, Alan",19,100.998408290454,266,55,23,1,7,0.307756232686981,0.380827067669173,0.242028985507246,0.372463768115942,0.224376731301939
"652","Rooker, Brent",19,108.022723623832,313,59,27,1,22,0.311518771331058,0.428913738019169,0.3890462700661,0.315391879131256,0.347008547008547
"653","Raleigh, Cal",19,108.311452869218,508,72,45,5,38,0.328562577447336,0.421358267716535,0.294981640146879,0.394124847001224,0.279503105590062
"654","Yepez, Juan",19,109.803687474176,211,40,15,0,11,0.323979591836735,0.385071090047393,0.21830985915493,0.410211267605634,0.214285714285714
"655","Aguilar, Jes<U+00FA>s",19,105.618878759039,245,52,13,0,11,0.289130434782609,0.347142857142857,0.252510760401722,0.395982783357245,0.230320699708455
"656","Ur<U+00ED>as, Luis",19,104.092923616593,203,43,12,0,9,0.340983606557377,0.370935960591133,0.189565217391304,0.457391304347826,0.20327868852459
"657","Mondesi, Adalberto",20,106.521298633007,648,152,41,16,34,0.33033199195171,0.452700617283951,0.362433862433862,0.294708994708995,0.295959595959596
"658","Aybar, Erick",20,100.487403698987,283,57,14,2,8,0.311475409836066,0.323674911660777,0.152459016393443,0.383606557377049,0.13972602739726
"659","Herrmann, Chris",20,105.466058075455,256,56,13,1,15,0.332375,0.3908203125,0.276967930029155,0.349854227405248,0.2425
"660","Urías, Luis",20,105.131543735024,478,96,35,1,22,0.353195739014647,0.386506276150628,0.208569118835893,0.40501212611156,0.209395973154362
"661","Santana, Domingo",20,107.339989137988,648,164,56,2,42,0.353191489361702,0.488425925925926,0.32479848269322,0.367946894262684,0.322064056939502
"662","Rickard, Joey",20,99.1772824681746,442,88,32,2,16,0.311076923076923,0.365610859728507,0.234347048300537,0.370304114490161,0.229583975346687
"663","Kemp, Matt",20,107.170340110189,700,165,43,1,39,0.330481557377049,0.407785714285714,0.289001122334456,0.318181818181818,0.227926078028747
"664","Martinez, Victor",20,102.406350096661,636,127,34,0,18,0.304580152671756,0.315880503144654,0.151515151515152,0.38961038961039,0.121173469387755
"665","Sogard, Eric",20,99.9758502945313,661,142,46,3,18,0.332530120481928,0.350226928895613,0.114942528735632,0.378544061302682,0.161184210526316
"666","Aquino, Aristides",20,109.813768645344,343,61,25,2,36,0.336324786324786,0.475655976676385,0.373263888888889,0.328993055555556,0.329331046312178
"667","Altuve, Jose",20,105.251737359747,2163,486,144,8,119,0.380394190871369,0.413453536754508,0.168513485260297,0.379259878737194,0.149584487534626
"668","Gyorko, Jedd",20,104.147866752163,534,115,32,3,26,0.334398976982097,0.383520599250936,0.255516014234875,0.3644128113879,0.209511568123393
"669","Polanco, Jorge",20,105.648735492031,1520,308,110,10,72,0.348856447688564,0.38875,0.177106430155211,0.401607538802661,0.172833495618306
"670","Dozier, Brian",20,101.360778882333,971,172,64,4,56,0.33416149068323,0.37394438722966,0.231982942430704,0.353944562899787,0.210635359116022
"671","Sisco, Chance",20,104.748103885532,265,58,22,1,12,0.318787878787879,0.397358490566038,0.326946107784431,0.355688622754491,0.313131313131313
"672","Bandy, Jett",20,100.694799166409,233,50,13,0,8,0.293977591036415,0.339270386266094,0.252365930599369,0.3801261829653,0.240112994350282
"673","Seager, Kyle",20,105.309115603468,1247,222,89,5,62,0.313977591036415,0.35962309542903,0.226309226932668,0.38497506234414,0.211560044893378
"674","Kingery, Scott",20,104.923890054472,588,128,43,4,31,0.314760348583878,0.412840136054422,0.313340807174888,0.357062780269058,0.283991228070175
"675","Bruce, Jay",20,105.270293027884,803,122,56,1,70,0.33824531516184,0.404732254047323,0.285522788203753,0.355674709562109,0.226962457337884
"676","Hanson, Alen",20,102.059128482845,374,87,25,5,7,0.293177570093458,0.361363636363636,0.292980671414039,0.326551373346897,0.246728971962617
"677","Murphy, John Ryan",20,101.686713834916,203,38,12,0,11,0.281818181818182,0.368472906403941,0.294532627865961,0.347442680776014,0.306060606060606
"678","Pedroia, Dustin",20,99.8980804696489,341,98,12,0,4,0.341079812206573,0.341935483870968,0.114074074074074,0.380740740740741,0.103286384976526
"679","Butera, Drew",20,101.709087849266,276,47,19,1,8,0.294431279620853,0.325905797101449,0.232628398791541,0.350453172205438,0.224343675417661
"680","Morrison, Logan",20,108.732590607206,478,79,28,2,35,0.327248322147651,0.382635983263598,0.251069900142653,0.407988587731812,0.241610738255034
"681","Thompson, Trayce",20,108.203843922649,335,55,21,4,25,0.277802037845706,0.402537313432836,0.378723404255319,0.336170212765957,0.39327485380117
"682","Grisham, Trent",20,107.883775308137,757,135,60,6,40,0.3146484375,0.38778071334214,0.25602700096432,0.378977820636451,0.284705882352941
"683","Wade Jr., LaMonte",20,106.581138565567,632,119,37,6,31,0.335087719298246,0.364240506329114,0.193486590038314,0.402937420178799,0.207644628099174
"684","Carlson, Dylan",20,105.455345480203,754,152,55,8,32,0.335880250223414,0.385212201591512,0.245562130177515,0.382642998027613,0.216457960644007
"685","Dahl, David",20,105.001394064588,586,139,53,6,28,0.340393258426966,0.447696245733788,0.298677884615385,0.349158653846154,0.277027027027027
"686","Cave, Jake",20,106.105410444665,541,116,44,9,23,0.321506550218341,0.427911275415897,0.314457831325301,0.359638554216867,0.311816192560175
"687","Brosseau, Mike",20,103.06886863651,320,67,21,0,23,0.338527724665392,0.41984375,0.29557157569516,0.374871266735324,0.27151051625239
"688","Jeffers, Ryan",20,107.668727245904,366,66,24,3,20,0.295805921052632,0.378551912568306,0.272727272727273,0.384254920337395,0.299835255354201
