"","batterid","angle","exitspeed","woba","woba_bip","whiff_rate"
"2","1000065907",24.881153,99.4726272439336,0.318181818181818,0.407462686567164,0.308641975308642
"3","1000027189",19.749495,101.365411252075,0.395594713656388,0.513821138211382,0.309255079006772
"4","",6.80798,91.4614243541316,0.355301441325159,0.404112440296218,0.239605192957496
"5","1000049381",12.281207,105.137544157548,0.332738095238095,0.492631578947368,0.390769230769231
"6","1000001142",22.603166,99.1911235703975,0.253463203463203,0.333471074380165,0.398584905660377
"7","1000051146",24.644054,96.5303572959365,0.305747126436782,0.362068965517241,0.290983606557377
"8","1000055434",19.885653,96.1890534728009,0.273287671232877,0.376119402985075,0.403100775193798
"9","1000054516",19.197443,92.9227588433313,0.291104294478528,0.324568965517241,0.210526315789474
"10","1000100415",18.368119,97.5502611711453,0.370434782608696,0.428571428571429,0.272222222222222
"11","1000050080",23.014952,99.7456562397366,0.343601895734597,0.3952,0.263888888888889
"12","1000016587",16.073781,92.2523921427262,0.294545454545455,0.373856209150327,0.339468302658487
"13","1000025108",0.449677,89.4422490102065,0.225342465753425,0.293548387096774,0.274647887323944
"14","1000109828",2.582874,92.4517714917649,0.387383177570093,0.431333333333333,0.215116279069767
"15","1000132701",12.217418,96.827293028071,0.284195402298851,0.424736842105263,0.307936507936508
"16","200008",5.413455,95.1825379887066,0.354733727810651,0.413963963963964,0.206896551724138
"17","1000094081",8.814282,96.9689705360714,0.386601307189542,0.4484375,0.239043824701195
"18","681275",12.54776,100.152515614562,0.423873873873874,0.526973684210526,0.271428571428571
"19","805328",28.935942,93.5568007182007,0.221428571428571,0.215625,0.307692307692308
"20","1000114025",6.503021,90.8330428059348,0.379807692307692,0.422649572649573,0.154471544715447
"21","1000026990",22.77741,95.2155478749076,0.435443037974684,0.50695652173913,0.194244604316547
"22","1000136683",17.908126,95.9811953641333,0.321691176470588,0.424666666666667,0.344
"23","1000057523",16.164368,97.4106545595983,0.339825581395349,0.414705882352941,0.264214046822742
"24","1000136642",19.525131,103.555699010826,0.426644736842105,0.624264705882353,0.406779661016949
"25","802006",8.529551,97.0979772979676,0.301260504201681,0.321604938271605,0.255506607929515
"26","1000059529",19.61029,101.760526417388,0.366188524590164,0.4315625,0.265446224256293
"27","8901479",22.231165,99.2632451856416,0.441666666666667,0.522680412371134,0.248175182481752
"28","1000024930",5.284315,97.6395278997902,0.287769784172662,0.331481481481481,0.209401709401709
"29","673945",8.624129,89.1902256163219,0.28828125,0.318636363636364,0.25085910652921
"30","681133",16.083159,93.4136848220129,0.377027027027027,0.398214285714286,0.152284263959391
"31","814116",21.292375,101.609518969738,0.283009708737864,0.293181818181818,0.29585798816568
"32","1000059418",20.223798,94.9689837095726,0.389903846153846,0.472077922077922,0.214285714285714
"33","801080",5.123976,96.7974820981901,0.385357142857143,0.385135135135135,0.129166666666667
"34","808862",16.016879,98.7444080490226,0.376136363636364,0.446527777777778,0.285714285714286
"35","1000098131",16.127477,97.1411366140994,0.397935779816514,0.478571428571429,0.261127596439169
"36","1000133707",11.509763,89.0803356987033,0.265183246073298,0.240957446808511,0.271186440677966
"37","1000057922",4.915086,93.4146902780862,0.321428571428571,0.388709677419355,0.251461988304094
"38","1000132662",12.495397,103.263007592463,0.400961538461538,0.515441176470588,0.216524216524217
"39","1000079385",9.747742,93.3038313506651,0.334351145038168,0.27979797979798,0.111111111111111
"40","1000055119",25.011098,92.4328902296085,0.41980198019802,0.47,0.327777777777778
"41","1000032624",11.149534,97.1319287826285,0.326086956521739,0.367716535433071,0.234726688102894
"42","1000103249",2.568286,97.4550997673498,0.408282208588957,0.449528301886792,0.22027972027972
"43","1000024871",23.020197,103.383127491289,0.373446327683616,0.443697478991597,0.259052924791086
"44","1000055037",1.339057,97.7704408529459,0.355102040816327,0.364705882352941,0.0980926430517711
"45","1000050708",18.481048,103.861545479086,0.409163987138264,0.559210526315789,0.316780821917808
"46","1000024342",13.082175,103.399317113939,0.347727272727273,0.394144144144144,0.297101449275362
"47","1000136630",25.011469,99.4822532638662,0.365983606557377,0.477397260273973,0.391509433962264
"48","1000023893",8.901508,98.8638743142657,0.381195335276968,0.479107981220657,0.253184713375796
"49","1000016544",-0.809916,90.733883153734,0.27122641509434,0.323015873015873,0.275280898876405
"50","1000132430",15.366192,96.8872551484499,0.384210526315789,0.407352941176471,0.223684210526316
"51","1000031336",15.978769,101.527429899186,0.408450704225352,0.543333333333333,0.292096219931271
"52","1000103251",15.197609,96.4274320468665,0.329768786127168,0.359545454545455,0.259868421052632
"53","1000098584",20.529225,92.8240829525958,0.369327731092437,0.426612903225806,0.327683615819209
"54","1000017070",11.543431,97.371687048735,0.3125,0.408139534883721,0.267782426778243
"55","1000103231",28.668144,90.1980010111854,0.356766917293233,0.399264705882353,0.312217194570136
"56","1000059302",13.450845,97.5734319367597,0.384959349593496,0.450568181818182,0.167597765363128
"57","1000055901",18.138162,97.3280296858041,0.391176470588235,0.516463414634146,0.286919831223629
"58","4105",21.104794,96.3437446621398,0.417159763313609,0.444761904761905,0.211320754716981
"59","1000025951",2.343578,98.5162960189051,0.333275862068966,0.366904761904762,0.224334600760456
"60","1000076583",4.279815,100.031065546202,0.411581920903955,0.541139240506329,0.31294964028777
"61","1000062196",-0.60422,94.3779415755502,0.367982456140351,0.393125,0.185567010309278
"62","1000124916",21.346247,94.7138854814966,0.363138686131387,0.425280898876405,0.2882096069869
"63","1000132661",9.622612,98.0651062824943,0.437867647058824,0.480813953488372,0.142857142857143
